feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,true_mi,pred_mi
-0.5584464278075217,0.4556537163524323,-0.5448439996211393,-0.2845878523905069,0.9430874186990115,0.9430874186990115,0.6977437270792715,0.5817805766685271
0.4360191661164258,-0.3973344435484523,-1.3493040720735794,0.2181455551854668,-0.9432789208800727,-0.9432789208800727,0.4402181445527419,0.44341610895314726
-0.6014126607799255,-0.5309133798333312,-0.864334070118249,-0.8908654869882114,0.563763752588,0.563763752588,0.30551672134089863,0.36775112192576537
-0.498133637915734,0.364319016673727,1.0251875374140826,0.22821854019795973,-2.1954863900882384,-2.1954863900882384,0.7878140436525063,0.709516294341032
0.02193823037839907,-0.5145323339051798,-0.12281529580573122,-0.9900089074864561,-2.160336706742044,-2.160336706742044,0.4573770000364028,0.48606621066337397
-0.31352155843639534,-0.4038917510807157,-0.35656963868463837,-0.6951068770701374,0.9430874186990115,0.9430874186990115,0.40963018217058217,0.4298854819414482
-0.7874272245673392,-0.4194236478283337,-0.10714972305712225,0.1241846219221143,0.4993226664533114,0.4993226664533114,0.37174338798215756,0.4185144057347125
-0.9892232999671637,-0.5040524747728493,0.5474121623566622,-0.9101322161478302,-0.37649027692269255,-0.37649027692269255,0.3786679470473617,0.4355259215767169
0.06933656161923457,0.4754721385839762,0.31680640187672604,-0.3867230921795828,-0.8187904590289684,-0.8187904590289684,0.8150526613688586,0.6913322431694855
0.8423613730484119,1.970061992801445,0.476418052600139,1.2638089274565734,-2.191092679669964,-2.191092679669964,0.9865015966979195,0.8639129169327583
1.9929004595787383,-0.29089419675441597,1.7477272269783641,0.8742201035376809,-0.8832315451636576,-0.8832315451636576,0.8178350598035711,0.7637362437982699
0.6339925242282839,-0.4945320960007018,0.08047031668958464,-1.3846862517642171,-2.1024861862347666,-2.1024861862347666,0.5491691349414286,0.5583812489558766
0.8799503795167413,-0.22374133747522637,0.25993485114256976,2.7813570284355977,0.575480313703398,0.575480313703398,0.6393526710433516,0.717754186865922
0.5833208132630759,-0.3981149502200573,-0.2618326178808319,0.41550106616288146,-2.1954863900882384,-2.1954863900882384,0.5485768716279643,0.5427645334150105
0.5230856359919059,0.13070937312841766,-0.4266034051638323,0.1119331346537088,0.3045348379098182,0.3045348379098182,0.7011768072829468,0.6296844150357045
-0.0022600671794540343,-0.3092616805182579,0.16778384036719518,0.36002538393521144,-1.1556415910966622,-1.1556415910966622,0.5382741778116892,0.5249316937820427
-0.8373214614673904,-0.47192776097979805,1.1048526922418955,-1.1274534001368843,0.8464257894969784,0.8464257894969784,0.4332713766947595,0.5211992439366078
0.0019550809324298934,-0.4885934352444533,-0.22584211514258679,-0.3779853152693399,-0.017670592763627563,-0.017670592763627563,0.4294674601596972,0.4615391933664945
-0.238633539770156,-0.2779246384457766,0.24494401501674648,-0.49405829909299304,0.5901260150976455,0.5901260150976455,0.5140320558525197,0.5073728700980599
-0.7494278522890073,-0.4930502195025941,-0.8513973912611816,0.6333532951732495,1.2008517632377698,1.2008517632377698,0.29189629672406175,0.3975583396746713
-0.3658196487533569,-0.4691547386277371,-0.5764242798105587,-0.05941539377763623,0.5901260150976455,0.5901260150976455,0.36498815611434177,0.4019955939281739
-0.3865097439779494,0.5271153617149558,2.3351988484736426,-1.0454081969910103,0.563763752588,0.563763752588,0.8695972096541938,0.7862864431278795
0.8093608853403803,-0.4973268811627038,0.6775963427789239,0.8622586446051966,-2.1024861862347666,-2.1024861862347666,0.597468307774891,0.6268775786882834
-1.0383071196460214,0.46455263373889316,0.21677619258535216,0.8501163850365426,-0.44532507347565603,-0.44532507347565603,0.7110882654456112,0.6452324973593542
0.7698599180255049,3.6695017983695757,0.8914978717685933,0.8875919627496434,0.6311339790015394,0.6311339790015394,0.9990613644702062,0.9497209188138894
-0.589959303000506,-0.4507160781351038,-0.6038242475040732,-1.260764000140767,0.43195244003977207,0.43195244003977207,0.354820202543794,0.39795282194306925
0.6207242727607218,-0.4560971089243786,-0.3751923035351288,-0.44628661965769284,-2.1024861862347666,-2.1024861862347666,0.5250385853400487,0.5119806952259047
-0.6842576120184554,-0.4858559994708796,1.1253325011586506,0.5042973559359509,-0.3457343039947729,-0.3457343039947729,0.45128781319513905,0.5425327582128153
-0.012019624962952767,-0.511593600234738,0.3752246740801323,-0.8282758539102342,-2.160336706742044,-2.160336706742044,0.48992849222642093,0.5279684981339235
-0.23396578911061278,-0.20331443383011866,1.6587295746138102,1.2166185798392335,0.8405675089392782,0.8405675089392782,0.6314519485577372,0.6722742772769322
