32.099,17.055,16.479,23.783,35.776,17.052,16.243,16.970,26.421,13.905,13.389,17.097,30.159,9.314,7.532,12.276,10.781,7.181,8.737,10.444,13.818,8.031,10.440,4.468,13.148,4.638,3.782,8.015,15.176,7.250,4.363,2.619,9.615,4.794,2.151,4.218,13.013,4.559,5.431,3.820,8.201,8.410,8.126,7.423,12.462,11.315,13.304,11.047,9.500,7.334,7.163,9.170,10.052,10.016,11.222,9.218,21.932,16.262,9.238,7.374,5.950,10.036,9.210,29.669,23.289,11.846,10.742,8.580,10.200,10.019
30.928,16.391,16.604,23.506,35.011,17.115,16.315,16.984,21.916,12.739,13.310,17.369,25.233,8.660,7.589,11.982,10.703,7.028,8.681,10.256,13.413,7.541,10.083,4.465,11.063,4.498,3.739,7.856,12.395,7.188,4.556,3.060,7.346,4.821,2.279,4.246,11.276,4.578,5.398,3.885,8.062,8.350,8.083,7.159,12.256,11.220,13.354,10.967,9.695,7.743,7.408,8.981,10.147,10.217,11.479,9.312,21.607,14.850,9.021,6.794,5.479,9.932,9.373,29.097,20.359,11.637,9.542,7.539,10.072,9.906
28.645,16.015,16.806,23.490,33.140,17.249,16.426,16.825,21.018,12.469,13.265,17.549,23.833,8.548,7.783,11.748,10.579,6.794,8.546,10.076,13.356,7.129,9.875,4.722,8.810,4.562,3.757,7.724,10.063,7.227,5.122,3.878,6.241,4.979,2.775,4.230,9.965,4.842,5.513,3.877,8.289,8.380,8.312,7.131,12.161,11.210,13.233,11.003,9.570,7.686,7.365,8.985,10.029,10.186,11.302,9.232,21.074,14.527,8.885,6.393,5.303,9.965,9.294,27.862,19.656,11.412,8.562,6.800,9.838,9.751
25.732,15.873,16.883,23.575,30.479,17.321,16.563,16.667,18.485,11.405,12.997,17.929,21.419,7.903,6.930,10.681,10.423,6.673,8.545,10.036,13.087,6.994,9.910,5.018,6.652,4.739,3.916,7.665,8.717,7.322,5.725,4.490,5.548,5.212,3.233,4.221,8.350,5.140,5.817,4.016,8.725,8.459,8.509,7.438,12.477,11.191,13.299,11.217,9.097,7.422,7.081,8.604,9.315,10.123,11.359,8.896,20.387,13.469,8.836,6.153,5.192,10.164,8.987,26.326,18.546,11.177,7.808,5.915,9.829,9.495
22.754,15.778,16.882,23.528,27.348,17.294,16.602,16.730,15.457,10.908,12.927,17.938,17.609,7.724,7.549,10.782,10.213,6.704,8.642,9.725,12.599,7.020,9.770,5.154,5.495,4.848,4.127,7.627,8.218,7.481,6.150,4.665,5.794,5.378,3.532,4.229,7.934,5.353,6.006,4.235,8.891,8.656,8.801,7.876,12.570,11.288,13.699,11.551,9.097,7.459,7.088,8.474,9.459,9.857,11.260,8.699,19.614,12.612,8.728,6.076,5.308,10.417,8.924,24.930,16.954,10.860,7.335,5.633,9.846,9.350
20.665,15.790,16.967,23.666,24.385,17.215,16.523,16.802,15.098,10.449,12.590,17.754,17.240,7.647,7.004,10.260,9.814,6.672,8.677,9.563,11.839,6.907,9.362,5.348,5.282,4.827,4.197,7.564,7.835,7.566,6.366,4.699,5.883,5.279,3.520,4.212,7.690,5.457,6.014,4.392,9.081,8.943,9.155,8.064,12.676,11.498,13.965,11.751,9.199,7.621,7.253,8.632,9.628,9.732,11.142,8.624,19.002,12.255,8.523,6.042,5.306,10.642,8.979,24.071,16.677,10.405,7.029,5.415,9.839,9.193
20.141,15.893,17.147,24.675,22.590,17.164,16.447,16.806,13.112,10.202,12.482,17.634,15.467,7.735,7.254,9.996,9.429,6.732,8.736,9.826,11.185,6.688,9.239,5.556,5.364,4.769,4.205,7.553,7.186,7.562,6.435,4.687,5.817,5.181,3.495,4.392,7.697,5.536,5.967,4.524,9.068,9.012,9.340,8.358,12.686,11.633,14.062,11.776,9.496,7.453,7.199,8.687,9.889,9.741,11.127,8.708,18.858,11.735,8.424,5.970,5.326,10.742,9.037,24.020,15.843,10.132,6.857,5.326,9.922,9.286
20.276,16.004,17.291,25.982,22.169,17.176,16.369,16.758,12.163,10.126,12.326,18.042,13.706,7.967,7.286,10.146,9.380,6.765,8.783,9.906,10.899,6.478,9.170,5.651,5.557,4.712,4.126,7.606,6.850,7.550,6.475,4.661,5.584,4.796,3.225,4.255,7.526,5.420,5.771,4.420,8.701,8.740,9.183,7.949,12.661,11.530,13.991,11.556,9.616,7.241,7.104,8.662,9.997,9.490,11.146,8.782,19.003,11.470,8.379,5.942,5.125,10.539,9.005,24.298,15.168,10.030,6.791,5.249,9.947,9.352
20.311,16.049,17.337,26.762,22.164,17.353,16.368,16.685,11.201,9.780,11.981,18.014,13.648,8.098,7.209,9.496,9.432,6.709,8.745,9.991,10.775,6.127,8.872,5.351,5.558,4.583,3.916,7.603,6.779,7.451,6.442,4.548,5.338,4.528,2.981,3.919,7.297,5.357,5.527,4.173,8.399,8.412,8.914,7.531,12.721,11.286,13.848,11.328,9.527,6.833,6.665,8.164,9.924,9.071,10.777,8.571,19.129,11.178,8.250,5.860,4.890,10.305,8.691,24.511,14.915,9.999,6.742,5.143,9.907,9.233
20.298,15.996,17.284,26.988,22.103,17.623,16.551,16.764,11.039,9.954,12.095,18.134,12.615,8.023,7.109,8.955,9.458,6.551,8.641,9.797,10.748,5.906,8.675,4.611,5.511,4.517,3.779,7.589,6.973,7.329,6.442,4.476,5.094,4.200,2.806,3.076,7.108,5.343,5.574,3.994,8.574,8.447,8.860,7.520,12.730,11.329,13.891,11.262,8.982,6.557,6.421,7.924,9.925,9.016,10.680,8.413,19.201,10.991,8.049,5.827,4.649,10.327,8.490,24.597,14.696,10.008,6.712,5.044,9.909,9.095
20.147,15.955,17.148,26.927,21.870,17.874,16.913,16.964,10.759,9.765,11.894,18.081,13.191,8.058,7.155,8.794,9.432,6.636,8.771,9.649,10.929,5.966,8.685,4.308,5.678,4.586,3.893,7.579,7.461,7.219,6.533,4.676,5.204,4.043,2.799,2.470,7.192,5.267,5.760,3.948,8.501,8.421,8.770,7.530,12.712,11.399,13.920,11.232,8.856,6.523,6.356,8.025,9.916,9.097,10.613,8.377,19.225,10.962,8.047,5.953,4.585,10.311,8.470,24.549,14.474,10.021,6.815,5.066,9.984,9.138
19.727,15.946,17.050,26.823,21.551,17.928,17.254,17.214,10.845,9.843,11.827,17.919,13.277,8.020,7.226,8.110,9.617,7.075,8.926,9.408,10.970,6.218,8.752,4.233,5.818,4.645,4.036,7.490,7.825,7.174,6.624,4.812,5.350,3.770,2.907,1.883,7.525,4.953,5.524,3.958,8.249,8.141,8.620,7.564,12.587,11.155,13.875,11.228,8.851,6.348,5.888,7.640,9.889,8.464,10.316,8.307,19.187,10.883,8.150,6.053,4.484,10.177,8.213,24.375,14.323,10.023,6.890,5.098,10.107,8.978
19.200,15.988,17.030,26.764,21.357,17.832,17.439,17.410,10.428,9.686,11.753,17.733,13.569,8.026,7.222,8.119,9.552,7.386,8.965,9.365,10.689,6.477,8.800,4.240,5.770,4.713,4.107,7.451,7.634,7.190,6.619,4.794,5.563,3.719,3.020,1.826,7.747,4.805,5.513,4.131,8.080,8.072,8.723,7.598,12.409,11.056,13.978,11.391,8.863,6.583,5.871,7.325,10.082,9.005,10.313,8.600,19.128,10.817,8.184,6.035,4.541,10.163,8.330,24.168,14.152,9.945,6.840,5.117,10.194,8.968
18.718,15.982,16.977,26.755,21.051,17.552,17.372,17.350,10.269,9.661,11.864,17.412,13.569,8.039,7.212,7.808,9.469,7.734,9.059,9.461,10.538,6.842,8.847,4.396,5.683,4.809,4.194,7.499,7.064,7.166,6.524,4.741,5.716,3.682,3.134,2.077,7.834,4.756,5.546,4.509,7.960,8.073,8.718,7.607,12.248,11.077,14.002,11.353,9.045,6.859,6.061,7.578,10.132,9.145,10.263,8.792,18.970,10.729,8.293,5.960,4.657,10.130,8.484,23.880,13.875,9.815,6.647,5.125,10.291,8.995
18.530,15.876,16.738,26.779,20.553,17.137,17.133,16.973,10.190,9.598,11.850,17.392,13.599,8.021,7.177,7.770,9.512,8.107,9.096,9.451,10.718,7.152,8.776,4.459,5.673,4.873,4.268,7.444,6.757,6.982,6.232,4.550,5.585,3.537,3.054,2.133,7.392,4.630,5.543,4.690,7.873,8.029,8.581,7.562,11.990,11.079,14.068,11.210,9.051,7.008,6.224,7.686,10.109,9.310,10.378,8.909,18.715,10.700,8.409,5.847,4.571,10.049,8.584,23.517,13.824,9.731,6.420,5.007,10.266,8.960
18.549,15.650,16.192,26.875,20.009,16.591,16.752,16.476,10.309,9.624,12.059,17.238,13.963,7.972,7.032,7.909,8.898,7.913,8.544,9.436,10.720,7.163,8.619,4.321,5.431,4.612,4.057,7.098,6.745,6.403,5.737,4.198,5.544,3.437,3.232,2.589,7.222,4.345,5.716,4.912,8.269,8.133,8.784,7.761,12.226,11.023,14.204,11.288,9.103,7.073,6.171,7.945,10.221,9.428,10.194,8.937,18.387,10.763,8.202,5.535,4.625,10.211,8.634,23.094,13.773,9.485,6.220,4.958,10.368,9.096
18.452,15.568,15.945,27.085,19.249,16.316,16.427,16.188,9.704,9.028,11.256,17.206,14.075,7.257,7.103,7.721,8.015,7.702,7.957,9.545,10.681,7.092,8.421,4.217,5.059,4.143,3.684,6.467,6.925,5.900,5.578,3.923,5.227,3.286,3.377,2.952,6.762,3.830,5.820,4.859,8.773,8.356,9.116,8.321,12.663,11.024,14.233,11.442,9.421,7.426,6.525,8.279,10.226,9.518,10.273,9.359,18.154,10.419,7.954,5.210,4.514,10.491,8.879,22.658,13.475,9.199,6.050,4.805,10.529,9.186
