timestamp,mi_score,behavioral_state,theta_fz,alpha_po,faa,beta_frontal,eda_norm
0.0,1.023603265148218,Focused,3.167824561988105,0.422407232091818,0.8095969988569921,0.23916055428773975,0
1.5,0.7684346633022906,Focused,2.7300457693990836,0.8436583021848327,-0.32804770015848456,0.39587876374661013,0
3.0,0.5027082007575249,Neutral,2.456381320491701,0.2409784430339187,-0.5755552330336426,0.3768046234476767,0
4.5,1.2165659439201204,Focused,4.574173987328344,0.8549536479753701,-0.49239732266075453,0.2815766691577139,0
6.0,1.6054486338910439,Focused,5.096739642304995,0.7292663751460222,1.0169492978164683,0.3629515335666957,0
7.5,0.7779639606634235,Focused,2.1548282809335078,0.40674367461635874,0.9410530062545788,0.3375975298330589,0
9.0,0.6358335407655383,Focused,1.9409006531637243,0.5023862570902504,0.4226082218185675,0.3967322077444595,0
10.5,0.3935355977998969,Unfocused,1.3613917524228225,0.37795012145521717,0.07110364531259361,0.37013733154754497,0
12.0,0.6154822875817155,Focused,1.7142625654224444,0.47675486646590026,0.6445043852000832,0.40781964953591493,0
13.5,0.9579552423771239,Focused,2.292582549905864,0.7725974216160025,1.2924083303484262,0.44547611048685337,0
15.0,0.9396556809381066,Focused,1.7110439232777976,1.0229497477084537,1.5251028364399608,0.3257553606429895,0
16.5,0.8902701944454824,Focused,1.9673594932078626,0.509067933509822,1.6481717331775292,0.38980672579629694,0
18.0,2.3419774652366034,Focused,1.8302066513055009,4.9508406888537,3.5802855272915672,0.4622765017434027,0
19.5,2.1034504801083185,Focused,1.471193679666939,5.014985983397483,2.6421080950402382,0.3101070311055632,0
21.0,1.1193655252909516,Focused,1.9046033930089856,1.2762540071078718,1.8680011854359675,0.3296604121697089,0
22.5,1.601266856375458,Focused,1.509758150892113,3.508160121728156,2.025123402042958,0.3882492812546729,0
24.0,0.8809488149581769,Focused,1.5278724994667436,1.5955876075556434,0.8602003771205287,0.4797085814768369,0
25.5,0.9295524113648366,Focused,1.5440043855756227,1.1594994265364698,1.6262370418603862,0.4771396669017595,0
27.0,1.4074831587313932,Focused,3.1124413374445323,1.854516367904238,1.1416556489733125,0.4172493160030785,0
28.5,1.9308194912746575,Focused,3.287576694893015,2.967995711769102,2.1695858347956363,0.4466051823333279,0
30.0,1.0335810878946803,Focused,1.8096396368946563,1.1546992600164139,1.728293795570701,0.3544159696481833,0
31.5,1.1717032082287886,Focused,2.457598036826681,0.8565966401204808,1.9987077726516218,0.37724677025550957,0
33.0,1.8069896486771868,Focused,1.319868626287065,4.227842077352979,2.4252685823639033,0.43327829137069934,0
34.5,0.8423100229327133,Focused,2.075175656266456,0.5856396233421065,1.2125381068702856,0.43600945562322985,0
36.0,0.6493487073457943,Focused,1.0036140829637852,1.0765483463722214,1.0258918544534423,0.5058018058593049,0
37.5,0.8256670017975646,Focused,1.2605190522038592,0.7760740912383208,1.8497302433755727,0.3561822182539655,0
39.0,0.9328265004995369,Focused,0.9258836031928934,1.5101792101153777,1.969431492809056,0.46717000926228097,0
40.5,1.3780444584616274,Focused,2.0414943202900453,2.3837568059627983,1.7211265998769136,0.4832909538464432,0
42.0,0.5762542316266704,Neutral,1.4555278841750998,0.6146232594326563,0.7041954901121328,0.5474843486513007,0
43.5,1.0520200736656296,Focused,3.454944528416454,0.9973068324761848,0.07925087364357453,0.5126196085749682,0
45.0,0.589390391201197,Neutral,1.7849129385263225,0.9406629932699849,-0.13378292037538786,0.4349800511520157,0
46.5,1.1702896220924999,Focused,3.1491155172534113,1.096397829829673,0.856967243343212,0.416547755646091,0
48.0,1.2557615254513088,Focused,3.9230756730986482,0.9807694763108913,0.37922797566021704,0.3069690468874622,0
