theta_fz,beta_fz,alpha_c3,alpha_c4,faa_c3c4,alpha_pz,alpha_po,alpha_oz,eda_norm,phase
202185.05960387562,50968.51706545197,448983.1604299149,1402156.6497288947,1.1387814119692052,1771059.4575928901,223703.48170371028,412976.5844671009,3.6230802087783816,relaxed
86121.02029925481,50569.71973429846,965918.4660281076,3501398.6841263566,1.2878383647324672,4398705.383906321,563910.3138945104,1037263.2017603604,3.62754697418213,relaxed
51797.2582687325,25579.66473539571,870704.28985726,2893580.329419003,1.200947469924742,3623794.3469930356,464279.3449176998,855147.0767502694,3.628212407112122,relaxed
58821.14033583196,45208.02294672406,256070.3724907567,877791.5932951381,1.2319569009464502,1135288.4303712714,129059.59766350941,244411.4713331547,3.6182736005783083,relaxed
151807.242796869,29640.280622977618,251857.43464980228,944824.1267646472,1.322135609023432,1242382.5039276306,137867.70413418103,264881.31624890317,3.612000324249267,relaxed
40511.07421013398,14316.101563087566,286815.1202678962,1994569.1163022884,1.9393454962579977,2618556.6028843224,284022.43470171024,544262.645073986,3.6108844413757324,relaxed
41222.39306988428,19371.833032124523,245471.06605829706,1174931.4785543596,1.5657860256613017,1494824.4874610205,178621.9007260907,333587.6397351324,3.606147605895997,relaxed
32862.90910145207,17218.86211689323,496695.06299188826,2804414.2714086133,1.7309736978083912,3612245.81881356,415929.04802333214,785776.918422501,3.5944235954284665,relaxed
91262.77793417055,21103.312297514854,245653.79295995744,1137933.757689106,1.5330462045799127,1451087.4811803224,169515.0659138977,318575.6452246102,3.581537830352783,relaxed
22274.370529937016,15096.392104414064,231658.6264067791,813749.3281038419,1.2563875177069423,1053723.449115699,123751.78029146421,234702.4462325827,3.5639248018264773,relaxed
43368.317806143605,22114.79519193534,949675.2789917511,3290944.686078432,1.2428098265926089,4610772.526321234,554694.6616469005,1007771.2925420384,3.5471881837844847,relaxed
72496.35126024202,63537.85816959208,698607.3396002661,2047848.2580960544,1.0754560522147614,2838058.2029097406,367365.907696855,652651.877051927,3.5298607978820797,relaxed
68863.10496524646,20080.024606365776,371204.4806433243,802415.9779870948,0.7708740776572807,1092137.1020666575,149310.18458731286,262472.05958336935,3.5125624103546143,relaxed
10797.517095994499,5108.283664150437,306088.49623177643,1401472.8390162862,1.521404726965626,1994205.0359398592,237335.40404119616,425559.75508081604,3.4974155893325802,relaxed
21888.22419776656,13429.292294203784,354168.1312707686,760059.1006149595,0.763624446749283,998047.7735933667,143301.27663091774,253557.9562936622,3.4821083755493163,relaxed
94754.81929168264,46947.83733277834,1104439.790090251,2987931.488548701,0.9952431090224128,4179873.6751024215,518933.7604170867,931771.9976659028,3.468075209617615,relaxed
77077.83910107626,25247.28394722931,543685.8919191465,1916442.9174151104,1.2598544240354919,2668037.788109498,339148.86439575674,601478.7298334704,3.4572177820205696,relaxed
47913.266883663295,41308.98802910503,579869.671143937,1442741.877059757,0.9114972900302831,1968046.3971784357,262686.2534212005,462287.6110639823,3.4473366279602047,relaxed
85454.44650754974,24022.55663656557,406075.467612618,2909654.0814649533,1.9692504576035361,4246745.533016192,464898.7823090448,851300.3529445976,3.4353071937561035,relaxed
65383.53451331971,16333.24324761325,331104.64385666064,1670423.841924389,1.6183982007731874,2301146.65625331,287318.10270819126,511884.63818479783,3.419562562942505,relaxed
162857.14498208297,32364.651448590226,427399.2668289953,1578204.9439028185,1.3063247412408234,2258372.7743226117,263041.5095622778,478342.9787912911,3.4023826141357425,relaxed
34017.37890170883,31129.16592668031,1852159.03731082,8165992.75007463,1.4836262992634772,10941062.91252082,1444546.6358579863,2590172.7607393716,3.384600603103638,relaxed
56216.32339007273,26391.63804846812,442355.9275123335,1875782.6454187762,1.444666438312714,2520986.6127065676,306790.3777136373,556046.5266867788,3.3664764127731326,relaxed
128516.47401057956,48607.465584510916,469209.43285409675,1533935.535574576,1.1845427365994272,1924226.2211733563,237949.38077613016,444551.0246398576,3.3482891960144046,relaxed
216075.35997348305,66505.31339126176,274602.245493877,654266.7676030033,0.868191499194598,804568.0585732923,109952.32978539787,197398.44528086236,3.3260060062408447,focused
18002.260495654195,11499.92463532041,255686.36136392018,1401781.5324493637,1.7015476873635933,1799125.7953012558,221277.2292476014,414555.07297449606,3.309543986320495,focused
52465.106547846415,24491.370211347697,51873.586188108966,327072.5913260587,1.8413724141090313,448647.6497290093,45519.61485583676,87665.90500128234,3.2929744272232058,focused
72841.49246094801,28991.495637106054,324595.6652943115,1097093.4930793392,1.2178393817874156,1394693.7913933634,170126.1929257193,313911.3600814903,3.278299200057983,focused
56470.95918839349,12722.97481386003,89043.89009608999,247364.41578185317,1.021733221558259,304430.02592381113,40276.66585226571,74423.29796073066,3.26317361164093,focused
11614.512164317497,5583.331487001402,61770.20164924149,282561.70520297054,1.520475878012327,370949.0326224304,41921.449697380885,79233.05704388194,3.2465911693573006,focused
2620.516708748172,1012.2209540974926,5045.494090408293,2344.0122314452115,-0.7666314957650995,2124.833787870789,593.32699623943,1032.3548399410572,3.230492208480835,focused
192.1547249367284,92.62015870826016,2066.3622960264147,10886.083614826433,1.6616955245085299,14681.502063160593,1599.8593759266014,3014.595310144786,3.224945178985596,focused
42994.262318714755,10921.581553104486,64577.435600758436,525148.9241832017,2.095816831811753,691714.4466149235,76983.3769130428,142400.0392410152,3.2168732032775877,focused
59794.705123993605,18451.4359388752,578088.6384037874,2836079.6212456897,1.590450751895638,3639560.4475065917,434257.93965287885,813940.6135977196,3.1992303829193114,focused
34435.79461086518,19819.06981932465,664904.4049537783,2354584.701588687,1.2644763650053807,2938340.713441083,382183.644927775,705826.2059430522,3.180491198539734,focused
55666.48198358216,57115.86211086923,284831.5981720527,1169418.8780833355,1.4123640969825644,1585718.5822344508,166332.7418809741,315706.01220356015,3.1620076236724852,focused
34804.89755419102,31543.159094515984,417910.16702686733,790991.4147229216,0.6380206159992508,980639.3639198891,123676.4176934022,227190.08588509832,3.1436099948883056,focused
14465.456178811026,9394.985165334045,98945.61320798444,140411.97330699666,0.3500104302751712,179120.27140154268,22134.474039058587,42567.36096880843,3.1257981719970704,focused
5123.005099523107,3129.1755819404093,277648.1999670275,661114.8893232556,0.8675727915641716,870559.4620457983,112945.78327439135,210969.27249570453,3.108207399368286,focused
23247.399645582234,9783.678458428096,93906.07691550977,242634.1626696854,0.9492597045093092,244051.55409852046,38166.90533803443,69208.35643954702,3.0902217960357667,focused
31003.637217141466,7843.283665239507,40880.184624539485,195306.14040591367,1.5639228161375716,465795.29580015264,28535.31658586171,69649.1042490291,3.0719704093933107,focused
7469.493826329208,6452.570259899492,80193.45657264182,317291.763250201,1.375379816706909,506637.44364603236,51085.67910182517,100987.34483370984,3.0554561805725093,focused
18837.41971412243,8723.419791559747,633669.640065739,2341566.163927632,1.3070475391133218,3053302.8952560276,361547.2082747305,717906.1610993342,3.037938195228577,focused
8006.922195447569,7144.018330551662,214979.6637442101,1327880.4266374838,1.8207958493820868,2111830.545138702,186431.4025377842,407741.4689417029,3.0203391990661625,focused
28536.1006613431,15564.064838269993,298224.0016974738,846466.1299617984,1.0432253012328054,775432.6300321218,129173.29875667888,224968.90612309764,3.0027720127105715,focused
