theta_fz,beta_fz,alpha_c3,alpha_c4,faa_c3c4,alpha_pz,alpha_po,alpha_oz,eda_norm,phase
45255.911119069795,29795.659556920236,123058.25211311966,148719.54558463558,0.18940445022147934,695.5086761011912,78750.12160722172,99703.60808128497,1.5863944063186644,relaxed
158836.10943563134,138624.9184769048,291567.8998932257,367014.68125064793,0.23012893925793954,1495.6252169800168,198253.1963088776,223019.30899728148,1.5956355943679807,relaxed
307037.969769427,66088.3618546185,285829.31754719187,800701.9695255256,1.0300939639544495,1178.8815655970238,504223.2348123967,619716.5075544572,1.6146976051330566,relaxed
172824.60127794353,98948.17421262275,579857.138243521,1804512.3610570298,1.1352639143608485,1958.302435073454,1073728.045163342,1379110.110688965,1.6522028007507323,relaxed
212827.55424328524,100573.64887412926,711270.3103749509,1291567.1462963938,0.5965590612021003,3698.3446921726145,728652.7832149419,899902.6479718257,1.6981967973709104,relaxed
104336.4929093043,37411.9300946052,314693.61780469015,870590.2884372211,1.0175719504205443,1123.8114535212171,515281.96615265,614496.2957930315,1.7398323974609373,relaxed
5242.292931366264,8031.491066507839,94456.47063671287,289717.406149213,1.1207668861346693,299.74336377853604,178124.6084551306,225354.7149287057,1.76928879737854,relaxed
34977.6605278434,84236.29285075882,248010.85918056252,659425.7231529909,0.97789680758979,1319.6081606950665,393381.9187355648,522295.74403488095,1.7883448085784912,relaxed
175971.78864849082,78907.37857413916,1192496.619694698,3061558.154921607,0.9428748781814722,4599.193358703184,1792748.340440683,2258446.9651475223,1.7939544019699096,relaxed
104320.43807736052,77947.03535848286,1332242.0108425214,3631861.453289897,1.0028820684545234,6175.609146509335,2122335.8454614715,2731191.464256889,1.7965924015045167,relaxed
451043.86007954035,78795.63107626955,893213.4795270921,2004448.505206456,0.8082986310299649,3926.3054572246733,1152047.117214545,1424215.3171226666,1.79250600528717,relaxed
161797.9785514684,50686.54836056521,1003890.0140046447,3028344.226331137,1.1041335427362924,3463.1435095790166,1782894.2156910785,2319555.0849076333,1.7852088108062745,relaxed
241184.256616603,124688.25849103404,805236.854746327,2358717.122189887,1.0747366942872745,3392.2599063021144,1402381.0951278675,1821135.3327139646,1.7772771921157833,relaxed
224838.83168734703,69003.00285990282,741578.5410358283,2329744.4597502584,1.144732788821024,2393.338513324934,1404753.541647003,1744822.535973383,1.7672691965103149,relaxed
195135.4018250536,78011.46220570216,882053.8513464528,2624103.8010098212,1.0902415975019206,3416.0666917539256,1567540.4122072542,2014635.818585736,1.7606848154067993,relaxed
327350.3199687062,71796.89777107125,611686.823678433,2280244.1825962095,1.3158173883235964,1882.30278127158,1445212.0497604702,1821651.5917512563,1.7580528001785283,relaxed
199309.94563697805,142296.31727417556,1489033.2077141134,3576912.9139995268,0.8763730584028515,6356.26206571195,2117590.369677047,2648312.492919404,1.7558219852447512,relaxed
66140.04582709694,28507.106577161117,555421.1903491935,1193973.3897042247,0.7653152795679521,2162.5975568445774,756273.7489807408,848422.3948453772,1.7488771963119505,relaxed
139396.45160023708,70266.28957150875,668532.5422509394,1436483.5854342063,0.7648683767116573,3079.234761415391,848060.3210895088,1029381.3674839815,1.7437407875061037,relaxed
90097.09285590847,31719.15018203663,171662.76208494496,679007.175300583,1.3750998283551024,590.1455407401357,439533.37616053794,570530.7204291008,1.7409195861816404,relaxed
221631.04011483263,54540.10234679264,220857.73914748678,506359.4159190486,0.8297279452984156,1265.3642000551497,303904.90659305366,389066.19552704925,1.7405063886642456,relaxed
50159.92130109569,31007.3847161051,268455.96010501776,628260.1909391427,0.8502675189041469,1209.2064611903672,369479.4684371775,460049.8190332189,1.7365816011428834,relaxed
