variable,mean,std,min,max
mi,0.9813284358700882,0.010135095903101677,0.888774244395483,0.9850982826088156
theta_fz,151881.20749285066,166119.04678134757,14.695768657426378,941315.995655164
alpha_po,1152429.0866729082,1820554.3366922762,98.47352164351796,13139771.191634515
faa,4.624446151014542,1.1270452743512045,1.8263824089069027,7.7519744523612095
beta_frontal,74820.4287666973,83528.73101926164,6.224632773961698,539701.5825046866
eda_norm,4.462431655006078,1.0784086503311625,3.171913767100579,6.575084011518776
