theta_fz,beta_fz,alpha_c3,alpha_c4,faa_c3c4,alpha_pz,alpha_po,alpha_oz,eda_norm
3876.2345533576117,2551.0827263026754,96823.09894758194,418360.4454707583,1.463457779380338,632531.5612872603,56619.85234584039,125145.988560003,2.5788060188293453
25672.793661713662,7038.565712252897,181279.38943816212,1057427.7729296556,1.7635551795432747,1884262.0078642725,139782.75300243386,323291.0083122062,2.5659271869659426
10517.671426755947,5688.090851933244,81596.18029936921,294583.30953486945,1.28377939693803,445839.0107853995,39730.81121998287,85001.1244832523,2.5588180046081543
7707.064101620459,11137.40044585054,158350.8884624977,463819.9035290779,1.074682954214449,590981.0684499495,66433.08789298305,130674.23693349442,2.54710798072815
11708.251643285503,4372.890143119537,167120.14356416737,639863.2548968538,1.342541513004221,871682.4264982885,86896.67684870823,183739.0141223453,2.5329044189453125
15638.456514723146,8138.1056226485125,91366.94269119362,712988.5696450777,2.0545816532325283,1368798.8861360457,88393.03601440908,220679.20529373415,2.533813213348389
54905.25305761319,8551.490196487928,42196.42991607951,183239.23486275657,1.4684569750897865,339310.288978261,24153.460316432043,56404.61273551433,2.5324032192230224
12486.431843866763,16354.930830555046,263629.352439032,1186659.8421413028,1.5043536355310927,1813561.8295756262,162738.20859561552,354439.8365874301,2.523901638031006
15140.636879641645,6405.253830919134,89239.45503715653,206250.23479966202,0.8377669008014799,223604.141661442,31778.34676116642,55105.07522975846,2.5137576103210453
7469.537507350949,7161.286970926935,27318.10859201174,175964.80570957845,1.8627342068012336,348286.9651137849,22113.403482825564,55546.25002417004,2.5025171928405765
7363.146191469414,4185.047610540807,40157.77129981852,156006.948654992,1.35708457059647,245341.2530764158,21939.869233925092,47158.898042661975,2.4918007640838624
23770.109168615032,17683.71495630408,134299.77571666279,540966.6407757292,1.3932831812827722,921893.3257537872,79190.61281779931,171144.56789580503,2.4811644115447997
30933.047170382757,7884.090465621766,295246.87844789913,735482.9883420732,0.9127155279465846,978492.1958383733,115577.20629893408,216751.21515394593,2.4721251811981197
16023.606813310606,6792.6559095902285,11782.497960082763,77361.52195167003,1.8818743178916844,188948.33665919967,11029.650978701065,27981.488585387084,2.4635368404388425
16467.750853304613,14953.791919631385,96768.82211430982,445082.7416518129,1.5259353443725043,761326.9804909097,61176.106927147404,136289.60222658937,2.453221561431885
46010.48691841605,16846.7265011415,26865.955815263304,94003.69939703529,1.2524742347774662,183003.9087421768,12400.04630228726,28372.711821276553,2.4434728221893307
23494.218984739666,8371.562382431543,148911.06787438152,616513.6785239436,1.4207312418947815,1033325.9801156542,84341.96620842096,186288.37955875928,2.4359192123413083
16397.20035910727,6808.907106507882,20435.654079227235,90055.73129136612,1.4831475909568788,161848.26501288047,12150.78592865761,28660.2346659174,2.425626377105713
42154.06198025256,29104.94499535725,13638.766215069134,161135.89068126905,2.4693318555961614,431385.7772472588,18423.52782144603,54196.778657634975,2.4146248130798336
22525.243566713587,13960.84141752395,224278.99855984392,625872.9326264058,1.0262565613593804,705174.8133252054,93519.76100012848,172196.36469641636,2.4036680030822755
17522.35204783125,9111.623244774111,45986.39442554495,264112.0996321049,1.748028053457423,471065.64654990245,35395.01840220245,80626.46266037723,2.3925879936218264
12676.683385970697,12152.38527004691,116923.81787687296,689592.3713730071,1.7745780634305515,1145130.9405991037,89662.63294066521,206194.28582343872,2.3814295787811277
13371.014882439536,5409.978322785186,79848.25098571174,319608.623211811,1.386969224118527,496970.7580652975,44368.938890309,96219.90604467114,2.3706644153594967
44747.453002207505,9880.395220531109,39804.48356198018,65932.69505694196,0.5046548915840567,96654.02187120341,9898.67360907457,16680.916501326465,2.36005917930603
15026.579396933048,4940.296493438361,76173.18095764128,159619.23625925253,0.7397817608878032,208298.21112369074,25458.554573507856,48342.7106879782,2.349056806564331
15951.220723863356,14450.626469698269,37850.07717008057,257537.2011160044,1.9175311613011203,440770.33771971404,26629.67071918612,67775.89387888326,2.338784057617188
16318.882176214258,7179.486812179043,12987.802922885747,134004.773409198,2.333864741431567,234441.3861837617,10312.03216025936,35776.903219481595,2.3280907840728764
109967.69683674054,18576.16059631195,257080.7889960491,5351630.088966404,3.035766093441458,6857723.710991365,807559.9620496999,812865.7780797733,2.317049612045288
179698.38321222103,62263.55457730692,321328.85912981787,2614183.0610416066,2.096241840759358,2637244.437904373,296197.09776483185,505259.8724834931,2.3071292400360104
19947.4636455025,12246.383452123742,75339.48470565259,528301.9092861258,1.9476635555270878,790162.1231464706,99116.26951033824,84392.87245876135,2.296807582855225
30737.09360182586,12648.157962750343,41384.94256315139,240980.5386042322,1.761799069080194,542300.3509040868,33230.42988139934,72464.12537320974,2.286327610015869
8017.829296079833,5491.02953796973,23679.35988950678,119162.59449011969,1.615885122813534,168891.20824160878,11711.159262628207,29624.866128806854,2.2759832000732425
5689.236423456443,3679.243473799049,236232.49951037575,1068987.9827074574,1.5096511818575902,1586846.0392590812,127445.91047838151,284917.6871113904,2.265955167770386
7835.914290736674,6071.557997981378,101442.58297347347,504737.74636935815,1.6045460268336047,886410.3253395997,63245.85174177881,149472.45992518682,2.256270418167114
9234.714736410373,5553.775255841878,60916.512136929756,240643.7065900523,1.373813170474449,340659.15069500264,27904.137687903167,62192.06184282527,2.24605442237854
56144.854703004035,12404.100244489906,42666.82050433507,181776.60410107326,1.4493569023334008,303461.7895185355,21581.763555430236,50737.69246342752,2.236153163909912
22037.180425353596,6912.531553003488,19344.896500710085,86884.04381484172,1.5021457619770011,140644.4012820902,10210.477758337547,23356.20417348703,2.226533987045288
34999.06536854599,11394.749022044629,41524.465328704544,264665.67610520805,1.8521846503689332,584745.7355538025,28858.502702215774,78755.17047097423,2.21705961227417
29047.745234683116,21252.66384872498,48669.65468719021,236339.02129958855,1.5802115762949818,658592.8760030725,24965.89603852432,74048.33923605416,2.2080671539306644
7189.846568716466,9062.879748827518,147357.83911835423,698050.7211495957,1.5554278580895886,1115858.0705332742,83024.1219530719,193595.1685922987,2.198770399093628
7672.6305602046505,11097.425000560146,36787.394034284654,228410.45501841442,1.825989018696939,437109.7136456344,24455.112893420046,64205.040337211714,2.190333995819092
14950.255879837361,10168.528560894385,114868.51134582453,360995.89755256363,1.1450784995433398,432194.81345317076,47082.35284723273,92498.10259231126,2.1818676319122314
3027.129059225431,6605.295543166191,110307.53501013828,490188.8264674401,1.4915184393020589,743319.8219724059,59164.27670885244,134294.36418149964,2.173253189086914
11059.560616530827,13576.370063409497,235388.43993892102,839434.5299596332,1.2714914010719607,1115666.6829811553,107515.68144463922,221741.95260076644,2.1647028255462644
20936.098189635584,12494.823419858569,109159.8726367401,522538.5266151528,1.5658851871873551,1080604.9875529846,58126.3439771755,147956.1554728891,2.1561368007659913
2889.6881310966546,12932.466456657114,72708.94636207013,193646.13155685246,0.9795679936986961,197911.00233676995,27119.38435073912,48837.2430791803,2.147908781051636
18073.395560839963,9175.236901833923,141974.30776712528,254523.19383804442,0.5837458567477594,176674.68909526063,41818.75600104461,63805.613772965655,2.1398003616333003
12274.009874571364,8047.23664004218,29289.28597191219,125377.59380442165,1.4541081517750083,283974.6208332724,16678.169198414667,38170.764704731766,2.1315864486694336
11335.872822046795,7285.035023512347,8261.72670827139,61181.5378745228,2.002211865018099,118518.68088635303,8247.133685468623,17497.93221800739,2.1235835819244384
10963.862344407884,4262.890215016296,189131.05543717346,822870.9374340684,1.4703591789668238,1230204.6046210313,104785.75706534486,232982.2226207729,2.115236379623413
28857.026936555092,15032.6210334454,224532.7707899452,770987.9922764328,1.233651130354417,1095544.8086186417,106788.91368418693,214871.5434886795,2.107270799636841
19702.187608642424,18772.261053223137,76135.30403987452,168472.0663070164,0.7942578837403875,214428.6585833795,25493.638198298493,44676.016887443366,2.0990448093414305
17952.650227231017,11821.394907455595,108000.77417607432,258070.3705420906,0.8710939063745418,357372.9436780557,36785.68715760601,69912.88037312767,2.0911719913482667
14871.330296588258,6161.016860804867,130133.97282296006,429022.6027677888,1.1929451246748357,594865.7498982194,58814.704520279774,118334.7895799838,2.083498346328735
18231.52228962761,11730.71712928253,149286.1057923879,542799.1840943226,1.290874786944265,835647.5067017265,71913.15341596823,151531.77873008122,2.0759459953308106
21815.40444438201,17006.468600765023,57587.881414848904,146245.26789804263,0.9319729758726822,206669.17967284477,20436.163327222777,39454.817141339314,2.067834028244018
15572.671874799498,12908.796304529526,208563.56341066366,535751.2206976764,0.943426057573685,607530.8146744418,78453.00514750276,141642.8290296343,2.059740005493164
39002.646035230915,13392.10364853883,32749.674527049785,164289.92935878175,1.612739705012574,336895.9725390574,19544.699177206134,47679.01993513515,2.050506357192993
10196.845701494192,5007.44864200755,43562.22798087808,313168.944939786,1.9725523609529763,587283.6495680735,35335.673656930485,89911.66054014137,2.041936441421509
11573.433892190566,13638.039924924406,102309.67127933193,271312.48509129306,0.9752670312104392,322416.68472378724,38746.35176324705,70608.71934413402,2.0335636081695556
7377.918680424658,6922.438316227381,81846.3296287653,355446.1022137954,1.4685301663784838,567562.0916626969,45680.268398273576,101831.38150364053,2.0252848243713375
23272.748115222323,13220.518214527754,58536.787890578365,346994.42594467086,1.779653306834545,711420.1855040059,39640.683448411466,101689.2582049543,2.016810781478882
31745.302401149274,10677.543271523142,120639.41739903702,678630.8496051559,1.7272712369826717,1460261.6556749593,76847.30874963605,201075.64990486042,2.0081948242187497
29744.39903260062,9243.144369519732,33458.744677243834,293762.62351709657,2.1724588604727284,678396.8889030612,30394.346088485745,86936.17267653892,1.999328797340393
35419.30327723188,11910.085608023945,144728.99113420304,356774.76884425513,0.902241716132588,365935.6094521181,52899.59555353409,92446.78204745012,1.991183618545532
10944.25397214072,14071.026025723313,48125.783306272155,321549.13596308243,1.8993322965079038,868555.6819315795,32191.844407741493,97565.53925450143,1.9827644004821778
23559.306773864497,13363.718049050514,83714.09130718955,313403.03033675667,1.3200826808553874,446253.50859475776,40083.803073299205,85539.18130142154,1.9743695907592773
13512.60854704459,18777.615183737056,111883.2650472905,303100.94717758236,0.9966098576422073,436427.30371029984,42587.343278777786,81990.78105085198,1.9667415914535522
12629.028098945595,8911.772558584858,380250.03684921586,1216990.0265566122,1.1633068698011702,1544230.7158430023,170277.8167721444,332377.68414420175,1.9583524188995363
23148.974806546248,11110.977599649907,20460.24935153434,58425.371701956654,1.0492662947216882,127785.84819967808,7360.012307611075,16721.358140835968,1.9507695837020873
22071.703712381728,6976.8100354884755,63811.78789584614,321549.7558366097,1.617214356705988,561048.8886964241,38551.99316973701,91833.16419580033,1.943339590072632
25670.660237599477,8013.299968197444,194212.0664699658,556874.2232609025,1.0533887152365384,622455.7831146851,77038.1907542612,145055.54773395232,1.9357844076156616
30037.067037722925,11810.410969396286,55708.447171791144,197667.44651945247,1.2664542653894433,247565.42243070557,26794.64766052641,52559.36805183174,1.929704002380371
15739.840968729979,7294.695409673765,59244.155455473185,90348.86144764673,0.4220112823351343,38697.864445980515,15922.844099648604,19662.930686730935,1.9225780010223388
6328.780856060754,4309.674876037531,84285.51555847637,599179.3644295208,1.9613509630134907,1111509.1342875378,64932.805510944956,169459.50132954252,1.915708367347717
44315.447910363335,31220.58288281411,28831.89344303218,206922.43273806156,1.9708618163366065,448931.8569202364,22931.904292518306,62918.98819809964,1.9084975976943965
19051.96196124063,5758.925693507594,113844.28993603194,481520.2126682776,1.4421165719205753,707217.7454648395,60576.513528373915,132366.4540240065,1.9013776073455808
9493.296577378074,11204.497665705252,329556.5613545644,1148576.7313089431,1.248530832575085,1570095.3483539848,151116.3082176603,309268.2213714494,1.8948496170043945
32055.78138946319,14905.81429394046,23802.79917960676,228349.21488680854,2.261072915073621,602371.8596260266,22198.51322186827,69700.58153876459,1.8888036127090455
21672.225924501654,7420.062836897804,182406.9764841883,932011.0830932279,1.6311043811684112,1504205.5505742328,111191.06315063639,259440.86604367738,1.8821359987258912
21162.44347763846,5909.161425549344,84976.28534605703,302360.37467599846,1.2692473779599958,425140.46090079076,39304.77406450322,82153.46295317185,1.875656807899475
41168.19114921088,13731.978468814941,64715.89127170603,110727.90989118814,0.5370691437507471,135474.77749671982,18133.25476291263,28643.488723253122,1.8694636173248291
40526.6450209187,13524.140842465065,100259.93172883528,494681.53287802136,1.5961480567015425,874643.8079987795,57904.868026106546,138482.45502941392,1.8634755983352662
38215.119101327335,15923.420243190541,53146.41662867916,243600.51556582807,1.5224789697309191,444561.7757841108,28981.26791260967,69637.46281494533,1.8578148078918457
15614.958216956496,6409.0092977077,198049.10582388417,638545.4911619795,1.170677910703322,750191.2865877913,84728.04648571493,164216.4683237554,1.8520463771820068
55697.31758720482,17798.21346356747,52639.60457993392,198111.0365405925,1.3253588889096797,313466.2062159546,25287.858855204566,55879.69311894926,1.8466271972656252
23034.01833352444,5258.474877419647,114772.90293551085,349859.92146287253,1.114577431103255,394001.98662272125,47339.95691959644,89649.08891114041,1.8423355960845949
30739.61836723306,19560.078426676508,42706.04592128479,192253.52800084147,1.5044744584529255,662021.0630961704,17500.73545346447,59502.215369314574,1.8380372028350827
6246.913161957076,8850.835505360332,66331.50438066927,213808.67714741174,1.1704166195897727,257845.3798652284,29018.73290782008,55853.14774115572,1.8330104207992552
44786.44899304096,18355.136791722078,24195.151520466974,221543.57817774,2.214467048646675,576961.6720449742,22003.953160990262,68081.99253001343,1.8277687931060793
27659.930824929033,7470.288090390786,33108.54223074371,127296.89933993986,1.3467308256326724,205754.50573555636,15986.216865187595,34902.95888872184,1.8221879892349242
23302.18084709145,29767.36226387227,83147.47932001704,323625.98778915947,1.3589726000046802,529633.4221140285,41123.591657699246,92072.17611902353,1.816435170173645
31110.86922477096,21207.935731672147,25466.705820554358,209138.97681820457,2.105627046869106,574596.015027544,19763.462870330364,62790.24100283797,1.8101940174102782
41493.28562153685,30846.27833708725,135401.28993934343,581752.270556135,1.4578018178392114,956003.042141443,72502.95315437872,162732.9478326824,1.803996808052063
52924.40771833638,15435.212405599712,112820.8704738942,450835.90155132685,1.3853020747568703,760875.4392903023,54529.995190629605,124607.14003174828,1.798171621322632
19918.901286273984,7070.149411161856,243220.25344911928,769546.6532088326,1.1518341537834296,889564.0526230048,104750.47011688928,203410.1437918929,1.792605155944824
7312.4141670582885,15530.194514009589,127006.66442153056,492285.4911936691,1.3548192540145827,727223.8841297401,63139.49775137697,135134.96685883089,1.7867568092346193
16259.470926281607,16327.992468071598,204954.0178316821,820049.1389129678,1.3865786132478384,1249246.9155568872,102265.18389949334,225660.2649355927,1.781176407814026
48672.22386735748,15559.292318504813,101977.98123616933,247694.83646444613,0.8874405706059498,344408.1386928379,34777.61302989463,65780.40076139387,1.7755103960037233
18046.292497980245,9414.398492591014,88379.87533665859,200813.32147178444,0.8207314384442572,176236.90143248125,30174.00697683897,51248.77997008125,1.7698996047973634
29313.47890868217,8987.770883439893,31145.56427873942,198260.61936237587,1.850910588252761,481920.6284007004,21219.664172017987,59843.033750273375,1.7639512014389038
17000.478075464747,6349.738346549302,32880.28530987848,94602.40628946718,1.0568096647397738,126893.5859297129,13294.780622284932,25447.305357818543,1.7584579887390137
11601.445983604084,12408.386318942235,148098.29431136578,662336.7540182096,1.4978979144014346,1035397.4472054376,80519.50436942832,182028.2172694041,1.7531527891159056
22884.50070139308,6815.5117558564,179683.7316897292,536146.8911976815,1.0932099149617525,604320.1412455264,74666.10773416453,140101.49552845486,1.7480380210876465
8663.398884059225,7276.516697936359,79668.69418914808,173779.87713960005,0.7799127114100539,135242.0059415982,26876.713725470887,42786.09630829783,1.7426324005126954
3192.6465892071683,4088.2442522987417,134702.18294130953,499655.2512819902,1.310852073939591,645072.5494115243,63994.00086793053,133302.29525053586,1.7374968242645266
23540.52187220085,19491.9963785071,97356.08871329036,261439.21742289694,0.9878265439073957,443388.57063071383,35237.6014513103,72960.16407176055,1.732268370628357
20821.44373401198,11035.85628303876,44482.64539654481,272715.22637842403,1.8133290019133774,513270.3817223097,31438.24548862855,79622.70726247759,1.726623598098755
21228.540073358057,23287.97864462631,63403.23878535837,558078.8559134463,2.174985326156955,1316897.7836932808,56667.75267390096,165546.0304124081,1.721735996246338
20957.78519428412,8233.261645510678,86116.9717191203,309937.04223886575,1.2806626789266904,437034.3771380903,39519.68809144452,82867.4693853996,1.7162484083175655
33.50156733613078,5.996973402379899,3.202592254584328,8.003823615627116,0.9159588161515739,8.598611263222393,6.694524214227894,5.372692839741984,1.7110368251800536
10.424031085153114,9.03978217999666,2.991331349620832,7.1566447292002735,0.8723227002209946,1.2290119272245186,1.7483737763278495,1.0534898644799817,1.7055979633331297
5.291715931341987,8.726247734612306,6.077746557095198,2.5884444795052293,-0.8535768847791773,8.626577151425174,2.654290057113781,3.0717549161242594,1.7004592161178593
11.340299368286427,13.817837673270155,32.27778935822328,8.1953591667897,-1.370811318032326,8.894929063425277,6.837659727210692,7.469631684723323,1.6959687833786012
10.717259220529218,10.877116068791516,6.347344384159136,7.826770723886409,0.20951348290854033,4.622340161451225,6.105046851344671,3.991637842545388,1.690782783508301
23.948439580185955,14.993458765911942,5.543405745905321,2.7969408255742,-0.6840828080766166,3.0366339708034684,2.9848218484364386,2.0145805627591087,1.6855600185394288
28.932273835455593,10.812928889401263,28.08485672481173,89.61975192412574,1.1603452165365846,120.7773215525221,14.906191309458618,23.85067201811887,1.6801279954910278
31272.890193791616,17480.130863344937,30567.715448577754,110463.77658183753,1.2847432521753834,255267.70235724715,12974.778863877213,31516.757106125133,1.675001221656799
29991.1793568042,11297.086473660056,65131.715381380745,418142.06572610786,1.8594096349213576,816582.721222523,46371.80706835954,120373.17724459598,1.6717607851028444
25489.831941823115,11570.83831408586,42769.99690622024,141731.69287324027,1.1980989335574108,253446.74081804976,18620.154621805792,41628.32543107787,1.6666159725189207
13000.952852392275,4293.93147241815,75148.55959765553,460123.0418159594,1.8120269869398875,831561.5161615005,52734.288544410796,130633.80238052606,1.66305477809906
24854.244230495966,9199.423764058785,55044.2849929059,445902.5703244043,2.091962433031524,983783.5172431322,47085.74849443452,131678.9078755015,1.6594832019805907
10206.976863015245,13801.68830561484,75172.44954815229,364964.6814749462,1.580015784381093,608736.2718201528,43949.3512814937,101535.55943299647,1.6540664081573486
4819.195247602649,5603.302954113255,97876.7598169656,486794.8119618653,1.6041335692247198,784382.1693190277,58318.07162129493,135204.364154806,1.6491540184020999
23294.192681894452,13898.37561076108,71190.0460858243,429228.1497596819,1.7966355887053567,806165.0758634319,48728.10197766093,120954.30539574378,1.655535591125488
18183.427032604755,13436.921670394508,45678.06922743888,116191.96427077879,0.9336253906260072,279190.3843316506,14650.219927029746,33227.290765521386,1.6577540063858032
12052.035274724734,5557.298785047652,94820.3228847959,273634.9421870687,1.0598111275582607,299526.22248264874,37922.90262903906,70882.85168269576,1.653802056312561
10732.897488958852,12301.600147999454,185449.18103014873,674228.0039404151,1.2907874506812291,883031.5298516505,87757.82061783737,181073.87619904958,1.6513980541229247
8155.686872441131,14619.478445757799,43006.03622335271,71462.80259868149,0.5078365878223821,143155.45778140775,10525.141691190222,19638.574011927372,1.6491676254272463
25763.191250676107,5592.949355018623,152379.4543645127,758698.0316456305,1.6052300276797116,1339151.2405236228,108653.05653941761,239474.23054864228,1.6448543653488161
25159.163901807275,6540.285048625327,33617.27612079494,241068.10299579473,1.9700393735248802,624155.6920691442,34443.81757416784,85909.5839642905,1.6392144136428832
19587.290710305697,8349.638861672578,233609.38137467724,481517.1372581482,0.7232914118608029,589314.1741340149,79598.61519724643,147722.72737258513,1.6337271890640257
44225.86436680414,12996.780200253055,613115.7026699452,2835867.197664183,1.531549392852133,3970314.016093608,412330.3225208726,831355.668314231,1.6281720304489138
18550.32986293329,32878.79033062795,87101.93312607947,1396502.1362323323,2.7746468371470154,1655483.9754974702,186584.9962635747,323814.1942120822,1.6230980195999147
180764.72540064531,59053.24882482544,399678.7489984151,1634716.9535205895,1.4085638543077046,2029825.3672734841,264834.3294577879,467360.5561924239,1.6174264192581176
49078.53597203287,48275.499030490995,572163.3056900632,3269860.7474188674,1.7430782280065902,4254721.711338289,511679.59364265134,899045.6688122873,1.6117519989013673
73515.64586455777,32711.005312686422,1249526.41837371,4908509.066024422,1.3682056289282176,6125967.57561617,784896.1998585919,1390426.4039311598,1.606853175163269
85134.77486491646,62062.56322692572,1199008.6582611336,4603129.365671742,1.3452412718285611,5642801.102469385,728856.6056493847,1316321.9888843426,1.6025428085327147
177504.94964420667,55560.68233831714,2226166.5458877003,8801512.326766541,1.374642493520426,10454981.080192091,1366568.7490625028,2498121.4976551086,1.5984519977569578
71746.04213059784,62461.229290530566,1249391.3655728558,3186819.2651313404,0.9363667986016377,3843650.0622714018,543022.5658291373,951705.7927499065,1.5933712244033815
54987.33264714724,36484.86589968875,567647.4284794047,3783843.393813066,1.89699504141843,4710748.204792838,545532.87663185,1003785.7594851856,1.5894568357467653
109216.31346005277,41288.09768499516,530152.122816107,2510619.121734426,1.5551206742113806,3034869.196672853,375257.9238291738,689046.4550469669,1.585239995956421
118295.15800678874,82812.97124588459,736723.8719786489,2721930.7921040286,1.3068836004054933,3335635.018957594,412673.39777158876,783028.3232537195,1.580555174827576
17199.414404267005,10863.213148092578,143669.02752490542,984565.4433125973,1.92468813533549,1292657.1424986268,134043.9604167707,265870.4940914208,1.5764627923965455
49522.006275787695,31361.154793161837,532071.6176303026,1565204.380389897,1.078993589058788,2018545.2361958926,254905.11885978995,473431.36080484436,1.572529179573059
22639.76152633968,42188.019959300516,828994.6701025304,2166171.577904424,0.9605029127940306,2665449.2465440957,339510.9767223762,654364.4335995272,1.5684628152847289
116285.8763199023,53249.917874352446,321878.29051598563,649128.8443364876,0.7014577301551004,803846.9831720984,106378.93889011469,195298.64544337665,1.5644216394424437
12983.982236711217,9781.63986997967,166278.59986637795,1059074.936681492,1.8514864108246876,1497030.6794272007,145506.6629396042,294356.1223695526,1.5601648073196412
42483.99948321005,18023.09065558868,376494.75728020904,2272422.3223190424,1.7976975216131947,3140865.611684037,319393.19385286135,638171.8106660178,1.5555307874679567
45182.21557074062,27968.3700077475,1015209.3350640927,3851398.5998485573,1.3333415223487108,5000783.563665098,587054.4019218532,1125490.154630404,1.5513460121154785
57669.09431899604,40984.0212146243,387059.9365435068,1651382.5608500896,1.4507885758786312,2200233.565407005,246336.99171175825,474349.64358622534,1.5470475702285769
12866.25720073256,9479.642741657693,244402.62221172228,1386115.4849952438,1.7354435423656618,1904043.407596578,204706.57060864643,395226.02469006745,1.542597625732422
132382.2652818668,56155.91346415299,606706.1855445551,1351406.1414470605,0.8008562853263044,1567541.830076661,226347.35921351187,400542.9607010956,1.538664009094238
196074.30368140078,63244.42868418684,1343336.2755990317,5520896.843079675,1.4133840411040115,6644758.35427747,871838.0088009515,1562357.0790462021,1.5345912036895752
29265.42539411707,69211.12665447601,1151255.6531540344,5548586.485468477,1.5726899889930426,6710410.806527844,860450.7699302315,1567597.8295144339,1.5303120250701903
140907.35223371474,107193.71478989015,734032.3837931874,3803407.776700477,1.645099579936236,4600774.2800657125,576237.9416152984,1049916.8385362662,1.5265152215957642
144401.20529466274,72028.6784311885,479925.7850258112,1158648.4048924802,0.8813779591497344,1356304.5170571762,192654.09160851524,343070.8986025095,1.5225039682388304
222842.3519764049,79720.20289751035,1261372.6867170671,2865334.7840814376,0.8204846345590759,3342224.5308172526,495682.56564381847,894367.4533812611,1.5184035596847534
33356.50009414553,10279.24143537182,124085.22028954113,1184547.3352056183,2.2561473950338975,1746203.6639057137,171465.3951198121,321260.659046805,1.5146323976516722
29014.095346156188,9979.321216122053,110345.53388753773,1087801.648020309,2.288297442354004,1635624.2308086334,143540.97952605953,319271.631242751,1.5110223846435549
43138.86257683452,11504.635732306999,85687.74753665505,354454.2074756937,1.4198693165167455,454046.87191659934,51752.15111937096,101877.73507617768,1.5074304037094115
44748.22897269023,15594.617987186804,272499.5796623319,1431461.3984662895,1.6588140868022787,2052695.9156824783,209394.39404952433,416165.5117478182,1.504063621520996
37351.58881049735,12432.260753607947,863152.3123079059,3266255.538306641,1.3308083452728674,4231974.979244173,495508.3321183262,954913.0224001671,1.5007296257019043
26394.583023453804,9099.314136323535,109931.61262614596,193550.9515325673,0.5656823241661133,244293.02299617056,30687.041534381868,56263.37699173228,1.497248785018921
