variable,mean,std,min,max
mi,0.19947524145438275,0.010397457964141186,0.1617239410687547,0.2444834169270084
theta_fz,21.734236871019394,25.9707121302111,1.5293523062352834,124.8004937502807
alpha_po,9.412317599978477,5.4869967025521476,2.8489918603767137,38.34166077809962
faa,-0.2840799691645232,0.833683517671596,-2.6563000148411136,2.1338914888266527
beta_frontal,5.471665066900718,3.450695022509269,1.2468655137400662,19.416875879771982
eda_norm,6.767040797190225,4.156179970261112,0.0,10.0
