feature,spearman_corr,p_value
theta_fz,-0.09617160389202832,0.14507990994581818
alpha_po,-0.13652238970892297,0.038132990198299084
faa,0.1119731264107331,0.08951610085647296
beta_frontal,-0.09551981907739751,0.14783780143288547
eda_norm,-0.11891592462662513,0.0712364299606499
