variable,mean,std,min,max
mi,0.5669586368723516,0.029142784871526675,0.3182624689186279,0.6202669287378355
theta_fz,3496.2850850171944,3075.1808702314283,3.093630514613672,28274.85950953678
alpha_po,409340.1754752823,302718.4173660239,1.4434517893041965,1816735.21084522
faa,1.412977778473045,0.18744202758274625,-0.3228825140663893,2.202679126122668
beta_frontal,2047.4077249033412,1768.7192856446363,3.2776576979579684,20872.8319484178
eda_norm,6.217394061130814,0.711435166371246,4.865328821182251,7.379125595092773
