mi,raw_mi,emi,timestamp,state,theta_fz,alpha_po,faa,beta_frontal,eda_norm,mi_improved,mi_enhanced
0.2000004389384639,0.0,0.3030472694008716,1750970365.684111,unknown,6.542051441002919,12.535495048804677,0.2710846081035378,4.706387945730415,8.780231597900391,0.40768546182465415,0.41222095687345883
0.1963182379633681,0.0,0.290499824997802,1750970366.6561153,unknown,12.803542442214416,8.429053368858941,0.2963078251047821,2.533597390301338,8.78790799331665,0.4124918378856127,0.4171262049177933
0.200000099548861,0.0,0.2834594126709678,1750970367.7131069,unknown,14.95180966021578,8.833013422917437,-0.2103494300567177,3.3622244936298618,9.0128796043396,0.40225274093143115,0.41051346884467227
0.2000424764462316,0.0,0.3188125340165206,1750970368.6791124,unknown,47.26325191212791,16.58654497767273,-0.1817895011933901,3.2543765714255994,9.3016904296875,0.8406353275652352,0.9
0.2160161195704758,0.0,0.2924968034882253,1750970369.6741123,unknown,83.36167899715788,7.4539898094648755,-0.1972603989596645,2.201900465801167,9.497582817077635,0.8478781494966721,0.9
0.1961549188970867,0.0,0.2678219128483029,1750970370.6661074,unknown,3.891687910323745,10.21975089442107,-0.0257366825236426,2.009174057119703,9.47938161087036,0.30842624418134545,0.3106459950757665
0.2154168624782128,0.0,0.0989779233067088,1750970371.6691186,unknown,4.325306169453971,29.45111821605808,-2.424833117844732,2.0845404858723158,9.347142444610595,0.6256825467695838,0.6471336649856418
0.2029165018411571,0.0,0.2622265692249241,1750970372.6351056,unknown,6.340171884322302,5.23118288458387,-1.063302883811493,2.8234648719533944,9.267110805511477,0.19930070898125812,0.19930070898125812
0.2010492695212545,0.0,0.2366935228237244,1750970373.635118,unknown,15.278948359752505,10.437118012576796,-1.3960368562338668,3.347219173369487,9.416158840179444,0.36288831583038084,0.3732438563825864
0.1955128380720675,0.0,0.2462802563400512,1750970374.5831256,unknown,3.849099586920469,5.506709176940751,-0.6521756935356562,10.267695914453943,9.676752780914306,0.17146154137163822,0.17146154137163822
0.1991119787121663,0.0,0.2400452574938,1750970375.5671132,unknown,5.350645011018483,4.317688502893269,0.1836405323341368,3.8909931817519134,9.791956436157228,0.2051039092392678,0.2051039092392678
0.1954431623272058,0.0,0.2392530706283567,1750970376.5871282,unknown,7.656434603590872,4.089263720967626,0.137342109779617,4.245373773827898,9.797397201538086,0.21172883223215827,0.21172883223215827
0.1986857042098337,0.0,0.2465498316336801,1750970377.553114,unknown,4.6089245515602,5.257007473324192,-0.3571415830084714,3.5969636300541006,9.682307613372805,0.20061400601672794,0.20061400601672794
0.2031179552108064,0.0,0.2323007010601154,1750970378.5771184,unknown,4.566115714869208,8.708055393935787,-1.3730503541040209,3.912091525236106,9.532329204559328,0.2115284452239105,0.2122365006178463
0.2058506900036053,0.0,0.2565890449569318,1750970379.550116,unknown,3.6879233244882,5.695672617105736,0.1048280180111873,2.938857144983426,9.446975997924804,0.21808888701668966,0.21808888701668966
0.2000984735825946,0.0,0.2499041115909711,1750970380.5461185,unknown,2.8459578602591984,4.779018770490759,-0.5369086018877727,4.184790732652925,9.5583311920166,0.18433798544812152,0.18433798544812152
0.2112847321370373,0.0,0.2599224080436315,1750970381.553125,unknown,26.1940979750989,8.06650170151673,0.7720534029497603,2.6511983288108456,9.753739978790284,0.6413066135552774,0.6656642622194425
0.2089365981161252,0.0,0.2565680307488387,1750970382.5941188,unknown,20.786936665604767,8.126942237975518,0.4376464468883215,5.8397528936954055,9.749168014526369,0.4667607290090434,0.4830680762454261
0.198918868597062,0.0,0.2707829058702793,1750970383.577114,unknown,5.177814339823279,13.081113803626089,-0.1760937171460452,3.930475293838746,9.60828441619873,0.3663900298021838,0.3714711436058099
0.2028356560962609,0.0,0.2582131101266327,1750970384.5591145,unknown,7.808210590393751,7.461246966185524,0.0574026053827758,4.009217250221744,9.53045601272583,0.2680902675921687,0.2680902675921687
0.2118713310835736,0.0,0.2648478320764664,1750970385.57911,unknown,14.593853302496193,11.628708837143282,-0.6859565178149984,2.5017591520400413,9.673730819702149,0.456637279090382,0.4671567678812696
0.1966119492969623,0.0,0.2686108127334348,1750970386.549113,unknown,3.803730907339781,17.525784849071044,0.752838154922328,3.3754259996045293,9.980523983001708,0.5758032311796137,0.5853290160286848
0.2024739476478516,0.0,0.2748915153154598,1750970387.5661254,unknown,10.3310057450902,20.02303893656584,-0.5261428860415474,2.239407505150824,10.0,0.6791167517986136,0.6916362993528148
0.1993019663089636,0.0,0.2557562589163663,1750970388.5501163,unknown,14.203922308657296,11.406103407601302,0.9759994189101696,3.7699953021790966,9.887002796173096,0.5511562053889383,0.5608681922595256
0.1991451362985774,0.0,0.200825523734439,1750970389.5521076,unknown,7.67452820999396,5.60270208089705,-1.4595783417283448,3.8453586509886537,9.685889575958251,0.19300359970088293,0.19300359970088293
0.206698293484987,0.0,0.2653297316291765,1750970390.5441194,unknown,6.343228839352385,10.31131445803624,-0.6981764062082769,3.202389994642932,9.549648807525635,0.2856428139170105,0.28795412837504675
0.2027250939651881,0.0,0.2429092363045838,1750970391.5381248,unknown,1.5293523062352834,3.4270069374204537,0.6317608557668233,3.4644810196584097,9.6839764251709,0.19183056716218838,0.19183056716218838
0.2068151620846951,0.0,0.2473536439366678,1750970392.565112,unknown,10.552079514487492,8.717517234369545,0.342247956631331,1.2899872503479424,9.907581214904786,0.38713786966114827,0.38868350616724906
0.2000420121968866,0.0,0.2417698583875465,1750970393.541113,unknown,2.695911053592124,6.6596431158568326,-1.0148341833327574,1.955740154527064,9.911886386871338,0.19756969103108285,0.19756969103108285
0.2029291337682237,0.0,0.2386017858744557,1750970394.5711112,unknown,2.0710950975978304,4.045950723707364,0.0449601484472284,3.6934199852761256,9.812215175628662,0.18664429953720363,0.18664429953720363
