feature,spearman_corr,p_value
theta_fz,0.11066022251412168,0.04724447896294236
alpha_po,0.13379368300283181,0.016291656101093017
faa,-0.09287188859161791,0.096183844282836
beta_frontal,0.11743085993780733,0.03517661326590747
eda_norm,-0.051686301373563205,0.355231936286191
