variable,mean,std,min,max
mi,0.7837893785448096,0.051334540104590556,0.2681922675026124,0.8357576382757648
theta_fz,8548.907681843757,17264.90008641056,2.2406804410823664,102886.03176690068
alpha_po,68827.32550381924,121427.3807445599,2.0029050821918752,758994.0413504683
faa,-4.7048269559104385,4.202673650057485,-12.122345139306812,1.421028440990505
beta_frontal,4740.356023447439,9773.128458982006,4.020944452090194,83987.70628807938
eda_norm,2.2268310999271677,0.7063425247022193,1.2254407911300658,3.8077215976715086
