feature,spearman_corr,p_value
theta_fz,-0.11306570772848726,0.05927564439875534
alpha_po,0.03013847819582556,0.6161841889708568
faa,-0.057314717069125797,0.34016930466391493
beta_frontal,-0.004427611208989993,0.9413095573759256
eda_norm,0.03449038957508491,0.5661793812891345
