variable,mean,std,min,max
mi,0.791957717744217,0.06678928764139556,0.2681922675026124,0.8421940097890039
theta_fz,39573393.6641778,36364946.103928424,1559937.5998708447,214611165.6641973
alpha_po,27990433.66685649,23768077.21801697,552340.8862548918,110846906.90171282
faa,-8.010360677611082,1.273881631052638,-10.928454802875413,-4.363232668692573
beta_frontal,19773135.612326767,15306997.975136952,1310404.7683395152,80110874.8014709
eda_norm,4.041716887322026,0.4488086543583386,3.0837219905853277,4.828097196578979
