timestamp,mi_score,behavioral_state,file
0.0,0.4227374273012292,Neutral,UnicornRecorder_12_05_2025_12_41_310
1.5,0.3493270421437503,Unfocused,UnicornRecorder_12_05_2025_12_41_310
3.0,0.3347771867595798,Unfocused,UnicornRecorder_12_05_2025_12_41_310
4.5,0.4674302414170118,Neutral,UnicornRecorder_12_05_2025_12_41_310
6.0,0.494234748196708,Neutral,UnicornRecorder_12_05_2025_12_41_310
7.5,0.3885847698284175,Neutral,UnicornRecorder_12_05_2025_12_41_310
9.0,0.3274493512519271,Unfocused,UnicornRecorder_12_05_2025_12_41_310
10.5,0.2997522273513938,Unfocused,UnicornRecorder_12_05_2025_12_41_310
12.0,0.3475235917413672,Unfocused,UnicornRecorder_12_05_2025_12_41_310
13.5,0.7381488567974795,Focused,UnicornRecorder_12_05_2025_12_41_310
15.0,0.5436181342867077,Focused,UnicornRecorder_12_05_2025_12_41_310
16.5,0.4202790954683521,Neutral,UnicornRecorder_12_05_2025_12_41_310
18.0,0.3717273879179267,Neutral,UnicornRecorder_12_05_2025_12_41_310
19.5,0.3977636599348428,Neutral,UnicornRecorder_12_05_2025_12_41_310
21.0,0.5559824443375646,Focused,UnicornRecorder_12_05_2025_12_41_310
22.5,0.5369127830657103,Focused,UnicornRecorder_12_05_2025_12_41_310
24.0,0.4194336984490842,Neutral,UnicornRecorder_12_05_2025_12_41_310
25.5,0.5153596731975808,Focused,UnicornRecorder_12_05_2025_12_41_310
27.0,0.4779264201825954,Neutral,UnicornRecorder_12_05_2025_12_41_310
28.5,0.4747427964555177,Neutral,UnicornRecorder_12_05_2025_12_41_310
30.0,0.5533258274997649,Focused,UnicornRecorder_12_05_2025_12_41_310
31.5,0.4890041658812656,Neutral,UnicornRecorder_12_05_2025_12_41_310
33.0,0.2996876151627923,Unfocused,UnicornRecorder_12_05_2025_12_41_310
34.5,0.486187424900342,Neutral,UnicornRecorder_12_05_2025_12_41_310
36.0,0.4973004039834818,Neutral,UnicornRecorder_12_05_2025_12_41_310
37.5,0.6974140961763867,Focused,UnicornRecorder_12_05_2025_12_41_310
39.0,0.7774605050333787,Focused,UnicornRecorder_12_05_2025_12_41_310
40.5,0.5510488295320312,Focused,UnicornRecorder_12_05_2025_12_41_310
42.0,0.6211406044673561,Focused,UnicornRecorder_12_05_2025_12_41_310
43.5,0.5088421323528672,Focused,UnicornRecorder_12_05_2025_12_41_310
45.0,0.508644842109636,Focused,UnicornRecorder_12_05_2025_12_41_310
46.5,0.5248796674602693,Focused,UnicornRecorder_12_05_2025_12_41_310
48.0,0.4072510812108763,Neutral,UnicornRecorder_12_05_2025_12_41_310
49.5,0.3903865241501867,Neutral,UnicornRecorder_12_05_2025_12_41_310
51.0,0.3885857418129968,Neutral,UnicornRecorder_12_05_2025_12_41_310
52.5,0.4099283215265448,Neutral,UnicornRecorder_12_05_2025_12_41_310
54.0,0.3877762241901382,Neutral,UnicornRecorder_12_05_2025_12_41_310
55.5,0.2776020000608137,Unfocused,UnicornRecorder_12_05_2025_12_41_310
57.0,0.353996906584352,Unfocused,UnicornRecorder_12_05_2025_12_41_310
58.5,0.4605031479129037,Neutral,UnicornRecorder_12_05_2025_12_41_310
60.0,0.7011233321196028,Focused,UnicornRecorder_12_05_2025_12_41_310
61.5,0.5146654244731707,Focused,UnicornRecorder_12_05_2025_12_41_310
63.0,0.5922809668882454,Focused,UnicornRecorder_12_05_2025_12_41_310
64.5,0.8090662450748551,Focused,UnicornRecorder_12_05_2025_12_41_310
66.0,0.508159560620827,Focused,UnicornRecorder_12_05_2025_12_41_310
67.5,0.3977957195354942,Neutral,UnicornRecorder_12_05_2025_12_41_310
69.0,0.3482227214851313,Unfocused,UnicornRecorder_12_05_2025_12_41_310
70.5,0.4703446398178222,Neutral,UnicornRecorder_12_05_2025_12_41_310
72.0,0.5725456891749062,Focused,UnicornRecorder_12_05_2025_12_41_310
73.5,0.5208206746431417,Focused,UnicornRecorder_12_05_2025_12_41_310
75.0,0.603828472673736,Focused,UnicornRecorder_12_05_2025_12_41_310
76.5,0.5444574254108323,Focused,UnicornRecorder_12_05_2025_12_41_310
78.0,0.5049208419753436,Focused,UnicornRecorder_12_05_2025_12_41_310
79.5,0.6026672986327603,Focused,UnicornRecorder_12_05_2025_12_41_310
81.0,0.5028478958351457,Focused,UnicornRecorder_12_05_2025_12_41_310
82.5,0.5089322663297177,Focused,UnicornRecorder_12_05_2025_12_41_310
84.0,0.5142286828757828,Focused,UnicornRecorder_12_05_2025_12_41_310
85.5,0.4644480814016393,Neutral,UnicornRecorder_12_05_2025_12_41_310
87.0,0.4523156304087795,Neutral,UnicornRecorder_12_05_2025_12_41_310
88.5,0.4061222439413627,Neutral,UnicornRecorder_12_05_2025_12_41_310
90.0,0.3612207726649918,Unfocused,UnicornRecorder_12_05_2025_12_41_310
91.5,0.3672021789561525,Unfocused,UnicornRecorder_12_05_2025_12_41_310
93.0,0.394684804239737,Neutral,UnicornRecorder_12_05_2025_12_41_310
94.5,0.5994749155736556,Focused,UnicornRecorder_12_05_2025_12_41_310
96.0,0.4096897956073847,Neutral,UnicornRecorder_12_05_2025_12_41_310
97.5,0.4582391623419658,Neutral,UnicornRecorder_12_05_2025_12_41_310
99.0,0.4578605944985276,Neutral,UnicornRecorder_12_05_2025_12_41_310
100.5,0.4361010481219781,Neutral,UnicornRecorder_12_05_2025_12_41_310
102.0,0.3447108578146511,Unfocused,UnicornRecorder_12_05_2025_12_41_310
103.5,0.451365169313657,Neutral,UnicornRecorder_12_05_2025_12_41_310
105.0,0.4099487777824048,Neutral,UnicornRecorder_12_05_2025_12_41_310
