theta_fz,alpha_po,faa,beta_frontal,eda_norm
5627.743740397811,139.25069944479736,-0.14784386088653,522.4606628255193,9.3104635887146
180.3424190253814,8.432455469247426,0.24130532756876644,42.29547081424035,9.198500774383545
3162.101478843803,8.592534834086141,0.7242031386623236,930.3891648331721,9.230939197540284
14799.80096357561,41.915587748266454,0.36694891927417483,3273.2241586023865,9.326505180358886
61.60855573359151,77.75841162750864,-0.21898128821892016,317.37320770344814,9.471534019470214
3720.1840896022804,42.52441089965147,0.2707763533576961,1063.8510660656157,9.463015594482421
2232.457543782159,6.371812620955485,0.9935710806135871,783.3007211243003,9.389546813964843
3318.758871836907,9.615198349572058,0.7352224859780905,1054.4225343453452,9.341947204589843
628.7905581425707,13.49003913965918,0.5528886816642635,340.27687693632447,9.29175601196289
693.1918075013273,85.59120589121443,0.2754362555074348,646.9877613952776,9.221466804504395
727.6873342798858,31.014945843136154,0.23825870426248752,586.557723467275,9.16052523803711
1686.0778061180058,14.36538024994018,0.8179281995625298,535.423607860591,9.10791242980957
2737.55134414022,6.676753139625072,0.6299308445968084,953.8296621258019,9.139873210906982
1692.499175939667,29.34095575652545,0.24444193464870656,692.8695557936268,9.278714405059814
76.10191844101467,2.1618296754085424,-1.6253057951967742,24.728830222648497,9.461031204223632
16.157460637731823,13.276347694543201,-0.18397141621025614,33.072170941665135,9.612455184936524
145.81600909120093,11.487280641610532,-0.6079033215028815,15.552534732776873,9.726987186431884
43.241793917829185,72.86793066044521,-0.05748309428370035,99.76802178129265,9.825940376281737
17.570579168126745,6.3468199273354795,0.25321507790704256,29.152316549729083,9.929672401428222
19.706604923920764,26.79247089941385,0.47005679931107336,20.321576537097812,10.002104778289794
172.22621283308246,14.922715495180386,0.5946951545978338,341.4269985671403,10.029723213195801
2096.5620299322,30.44493125980125,0.1695617240410776,647.6669170946666,9.990374797821046
256.72837678726273,122.56898795406416,-2.1941035685618555,166.2991622359277,9.913000820159912
175.97617868079675,391.54086285962785,-0.3579513775994583,57.932654729302385,9.811859188079834
62.64578885414853,65.35335396958406,-1.1891771089921197,31.13562359101342,9.708203205108642
35.71897880074512,5.888224169782129,-0.1436794517074702,14.331818733864525,9.60091397857666
18.73999345849051,24.36366686462429,0.6542930841064543,16.604992976501812,9.527589206695557
55.63538719726706,9.257145522944654,-0.4365382031479741,17.991279980416707,9.488882392883301
27.123243191640142,105.49828581624385,-1.0516811754293696,46.07940503435917,9.551725200653076
9189.712730457404,218.1966975251036,-1.4471891754325656,1892.28687256741,9.705897594451905
1866.1221826220985,124.4791579615323,-1.5345494916148765,910.8892058619554,9.8609035987854
149.63805129616938,10.63741795695135,-0.8113593402560797,14.064814339648995,9.956736389160156
23.63402233722016,172.42660841723847,-1.8396999813913437,61.7123338502939,10.010891613006592
230.16283506185727,153.10460558265123,-1.6430958850569843,81.86927270679783,9.988311553955079
1836.6076603229349,226.02364284521923,-0.808206197633778,803.678184050497,9.931119190216064
2093.868046646954,241.91059068478606,-1.3736316998726723,1389.4280651476934,9.850748382568359
34.11167200543241,69.33094126611041,-1.3974641651996587,14.824861736886495,9.770277988433838
54.40273485254312,23.075368565050233,0.6824597450961005,13.418556563695759,9.694746788024903
97.15783912747781,2.9341639208165278,0.4101407183806489,17.48999914842876,9.640151985168457
62.4281496673364,8.340119777060615,-0.12279733258209968,12.534823445635931,9.586624797821045
204.0412865180533,87.91740542855544,-1.3751778346326091,85.84868882195133,9.53802042388916
50.59668700422256,232.82344659643113,-0.4562063246832917,97.665677862913,9.49308797454834
104.99744923155012,141.5048072079705,-1.081610830473771,804.0761867174534,9.457380424499512
4163.222143713632,13.135632280562131,0.7781900346312458,2089.883728137213,9.488098800659179
1106.4919983582013,11.297210515079275,-0.06211656426113388,1021.8883381489851,9.630674808502198
1175.274480013073,10.134749067066924,0.005239514273485568,788.6549642100302,9.783719993591308
2456.9546216964072,4.9960235559206065,0.6892684965528881,1151.6880545075906,9.812822399139405
9371.73564135918,8.567010804719866,0.3102481911931636,2350.969084604869,9.752719551086425
658.324611036473,1.9882149427404814,-0.43231893801433596,704.5011702086603,9.651103588104249
105.60113878471469,9.387335461234278,0.03969821036994503,230.66030461749753,9.537056819915772
1000.2355874080927,19.143954780642602,0.3514308667577679,568.8230355431831,9.426515213012696
64.56839455127593,3.4353748525385317,-1.3411001547190995,234.36627831107026,9.312601604461669
4178.211130096101,10.485133806835975,-0.1403409306712744,1894.7237732704803,9.207923622131348
426.50520401311496,14.22107092192146,-0.11502170656234156,1489.7234235379399,9.11810523223877
11.862462367143813,5.511340825000967,0.497168480097006,19.719776453579122,9.046057231903076
618.6152582961683,2.747164007526182,0.13037968485841844,724.7216538851254,8.991344390869141
75.22861344293375,5.8697395734376006,0.3773613730944101,52.44396751314932,8.948244808197021
76.13125244125595,3.2781682986223304,-0.3086835793118857,332.2976279463194,8.918632041931152
54.01586889037922,7.628853386422986,-0.1235010299155812,178.4808672747279,8.927673217773437
13.047998059127742,3.2464618823467823,-0.27933091690157763,17.285300368600367,8.983440006256103
