Adaptive MI,Universal MI,EMI,ATT,mi
1.0,0.8999999471111806,1.0,1.0,0.8509999551106144
1.0,0.8999999472487564,1.0,1.0,0.8509999552273821
1.0,0.8999999508043243,0.0,1.0,0.8509999582451704
1.0,0.8999999459517939,1.0,1.0,0.8509999541265851
1.0,0.8999999402370706,1.0,1.0,0.8509999492762137
1.0,0.8999999526423924,1.0,1.0,0.8509999598052305
1.0,0.8999999485027694,1.0,1.0,0.8509999562917256
1.0,0.8999999449747486,1.0,1.0,0.8509999532973178
1.0,0.8999999499684338,1.0,1.0,0.8509999575357083
1.0,0.8999999501988449,1.0,1.0,0.8509999577312697
1.0,0.8999999445884034,1.0,1.0,0.8509999529694074
1.0,0.899999948721817,1.0,1.0,0.8509999564776423
1.0,0.8999999501298466,0.0,1.0,0.8509999576727074
1.0,0.8999999473008028,1.0,1.0,0.8509999552715564
1.0,0.8999999503452389,1.0,1.0,0.8509999578555216
1.0,0.8997426681184948,0.8293105801735265,1.0,0.8507815895655724
1.0,0.8998012562649359,0.6161536520497972,0.6287449845953865,0.8508313162548644
1.0,0.8999999498682606,1.0,1.0,0.8509999574506861
1.0,0.8999999507063848,1.0,1.0,0.8509999581620442
1.0,0.8999999489774326,1.0,1.0,0.850999956694596
1.0,0.8999999557451576,1.0,1.0,0.8509999624387026
1.0,0.8999999409911555,1.0,1.0,0.8509999499162433
1.0,0.899999948351795,1.0,1.0,0.8509999561635861
1.0,0.8999999512748003,1.0,1.0,0.8509999586444867
1.0,0.8999999604719161,1.0,1.0,0.8509999664505388
1.0,0.8999999493439387,1.0,1.0,0.8509999570056681
1.0,0.8999999600461973,1.0,1.0,0.85099996608921
1.0,0.8999999684299759,1.0,1.0,0.850999973204942
1.0,0.8999999543167472,1.0,1.0,0.8509999612263393
1.0,0.8999999562176128,1.0,1.0,0.8509999628396989
1.0,0.8999999483653437,1.0,1.0,0.8509999561750856
1.0,0.899999956880924,0.0,1.0,0.8509999634026844
1.0,0.899999950557514,1.0,1.0,0.85099995803569
1.0,0.8999999592185696,1.0,1.0,0.850999965386761
1.0,0.8999999531319767,1.0,1.0,0.8509999602207652
1.0,0.8999999506555911,1.0,1.0,0.8509999581189329
1.0,0.8999999525283606,1.0,1.0,0.8509999597084461
1.0,0.899999954557082,0.0,1.0,0.8509999614303234
1.0,0.8999999510847235,0.0,1.0,0.8509999584831591
1.0,0.8999999511505387,1.0,1.0,0.8509999585390198
1.0,0.8999999497560179,1.0,1.0,0.8509999573554203
1.0,0.8999999487874021,1.0,1.0,0.8509999565333075
1.0,0.899999953032863,1.0,1.0,0.8509999601366425
1.0,0.8999999485071384,1.0,1.0,0.8509999562954338
1.0,0.8999999532049443,1.0,1.0,0.8509999602826965
1.0,0.899999952759718,1.0,1.0,0.8509999599048106
1.0,0.899999955681407,1.0,1.0,0.8509999623845943
1.0,0.8999999562818901,1.0,1.0,0.8509999628942542
1.0,0.8999999543932703,0.0,1.0,0.8509999612912882
1.0,0.89999995770586,1.0,1.0,0.8509999641028487
1.0,0.8999999601485487,1.0,1.0,0.8509999661760808
1.0,0.899999955730831,1.0,1.0,0.850999962426543
1.0,0.8999999589708683,1.0,1.0,0.8509999651765245
1.0,0.8999999599942876,1.0,1.0,0.8509999660451517
1.0,0.8999999767824282,1.0,1.0,0.850999980294086
1.0,0.8999999816937962,1.0,1.0,0.8509999844626095
1.0,0.8999999546062196,1.0,1.0,0.8509999614720289
1.0,0.8999999632213398,1.0,1.0,0.8509999687841121
1.0,0.899999961892903,1.0,1.0,0.8509999676566014
1.0,0.8999999494308762,1.0,1.0,0.8509999570794562
1.0,0.8999999544175368,1.0,1.0,0.8509999613118844
1.0,0.8999999594609606,1.0,1.0,0.8509999655924902
1.0,0.8999999558191693,1.0,1.0,0.8509999625015199
1.0,0.8999999553708191,0.0,1.0,0.8509999621209827
1.0,0.8999999502795984,1.0,1.0,0.8509999577998093
1.0,0.8999999513131317,1.0,1.0,0.8509999586770205
1.0,0.8999999641751378,1.0,1.0,0.8509999695936483
1.0,0.8999999594921548,1.0,1.0,0.8509999656189664
1.0,0.8999999618930872,1.0,1.0,0.8509999676567577
1.0,0.8999999518350212,1.0,1.0,0.8509999591199744
1.0,0.8999999528643204,1.0,1.0,0.850999959993592
1.0,0.8999999585126052,0.0,1.0,0.8509999647875737
1.0,0.8999999527306867,1.0,1.0,0.8509999598801703
1.0,0.8999999585537409,1.0,1.0,0.8509999648224877
1.0,0.8999999626619722,1.0,1.0,0.850999968309349
1.0,0.8999999570002928,1.0,1.0,0.8509999635039984
1.0,0.8999999528610941,1.0,1.0,0.8509999599908538
1.0,0.8999999533386924,1.0,1.0,0.8509999603962153
1.0,0.8999999522774434,1.0,1.0,0.8509999594954802
1.0,0.8999999504886176,1.0,1.0,0.8509999579772141
1.0,0.8999999511104125,1.0,1.0,0.8509999585049626
1.0,0.8999999481802032,1.0,1.0,0.8509999560179475
1.0,0.8999999539604849,1.0,1.0,0.8509999609239616
1.0,0.899999956508934,0.0,1.0,0.8509999630869578
1.0,0.8999999516042508,1.0,1.0,0.850999958924108
1.0,0.8999999494381353,1.0,1.0,0.8509999570856175
1.0,0.8999999561464962,1.0,1.0,0.8509999627793385
1.0,0.8999999496739773,1.0,1.0,0.8509999572857883
1.0,0.8999999594925842,1.0,1.0,0.8509999656193308
1.0,0.8999999395447158,1.0,1.0,0.8509999486885775
1.0,0.8999999530318935,1.0,1.0,0.8509999601358196
1.0,0.8999999502172931,1.0,1.0,0.8509999577469276
1.0,0.899999956484728,1.0,1.0,0.8509999630664129
1.0,0.8999999540349831,1.0,1.0,0.8509999609871919
1.0,0.8999999514058804,1.0,1.0,0.8509999587557411
1.0,0.8999999531760197,1.0,1.0,0.8509999602581466
1.0,0.8999999503774888,1.0,1.0,0.8509999578828937
1.0,0.8999999556951498,1.0,1.0,0.8509999623962585
1.0,0.8999999527975999,0.0,1.0,0.8509999599369629
1.0,0.8999999628429157,1.0,1.0,0.8509999684629248
1.0,0.8999999493448831,1.0,1.0,0.8509999570064695
1.0,0.8999999536431885,1.0,1.0,0.8509999606546563
1.0,0.8999999572086708,0.0,1.0,0.8509999636808594
1.0,0.8999999560391163,1.0,1.0,0.8509999626881999
1.0,0.8999999560070611,1.0,1.0,0.850999962660993
1.0,0.8999999515250839,1.0,1.0,0.850999958856915
1.0,0.8999999558084227,1.0,1.0,0.850999962492399
1.0,0.8999999536232423,1.0,1.0,0.850999960637727
1.0,0.8999999569321281,1.0,1.0,0.8509999634461438
1.0,0.8999999512301226,1.0,1.0,0.8509999586065666
1.0,0.8999999537077985,1.0,1.0,0.850999960709494
1.0,0.8999999562933184,1.0,1.0,0.850999962903954
1.0,0.8999999524483858,1.0,1.0,0.8509999596405675
1.0,0.8999999498589436,1.0,1.0,0.8509999574427785
1.0,0.8999999476860094,1.0,1.0,0.8509999555985006
1.0,0.8999999550393041,1.0,1.0,0.8509999618396094
1.0,0.8999999464438562,1.0,1.0,0.8509999545442228
1.0,0.8999999595836171,1.0,1.0,0.850999965696595
1.0,0.8999999499630567,1.0,1.0,0.8509999575311444
1.0,0.899999960298657,1.0,1.0,0.8509999663034851
1.0,0.8999999544757464,1.0,1.0,0.8509999613612897
1.0,0.8999999591262292,1.0,1.0,0.8509999653083871
1.0,0.899999952227561,1.0,1.0,0.8509999594531426
1.0,0.8999999487231377,1.0,1.0,0.8509999564787631
1.0,0.8999999557770991,1.0,1.0,0.8509999624658129
1.0,0.8999999507185751,1.0,1.0,0.8509999581723906
1.0,0.8999999410122491,1.0,1.0,0.8509999499341465
1.0,0.8999999548984289,1.0,1.0,0.8509999617200417
1.0,0.8999999477306279,1.0,1.0,0.8509999556363705
1.0,0.8999999555062896,1.0,1.0,0.8509999622359634
1.0,0.8999999462060152,1.0,1.0,0.8509999543423554
1.0,0.8999999547485363,1.0,1.0,0.8509999615928203
1.0,0.8999999577933072,1.0,1.0,0.8509999641770696
1.0,0.8999999541992806,1.0,1.0,0.8509999611266394
1.0,0.8999999475889271,1.0,1.0,0.8509999555161019
1.0,0.8999999489279907,1.0,1.0,0.8509999566526321
1.0,0.8999999457219404,1.0,1.0,0.850999953931497
1.0,0.8999999527425121,0.0,1.0,0.8509999598902072
1.0,0.8999999579404405,1.0,1.0,0.850999964301949
1.0,0.8999999429945188,1.0,1.0,0.8509999516165978
1.0,0.8999999412241368,1.0,1.0,0.8509999501139862
1.0,0.8999999579520472,1.0,1.0,0.8509999643118
1.0,0.8999999634477788,1.0,1.0,0.8509999689763021
1.0,0.8999999624518139,1.0,1.0,0.850999968130977
