Adaptive MI,Universal MI,EMI,ATT,mi
1.0,0.8999999738108796,1.0,1.0,0.8509999777719841
1.0,0.8999999739734256,1.0,1.0,0.8509999779099451
1.0,0.8999999742035939,1.0,1.0,0.8509999781053004
1.0,0.8999999743058983,1.0,1.0,0.8509999781921311
1.0,0.8999999790448875,1.0,1.0,0.8509999822143484
1.0,0.8999999810710831,1.0,1.0,0.8509999839340818
1.0,0.899999969543621,1.0,1.0,0.8509999741501484
1.0,0.8999999843543759,1.0,1.0,0.8509999867207767
1.0,0.8999999767272415,1.0,1.0,0.8509999802472463
1.0,0.8999999786828011,1.0,1.0,0.8509999819070275
1.0,0.8999999781608294,1.0,1.0,0.8509999814640041
1.0,0.8999999789978546,1.0,1.0,0.8509999821744292
1.0,0.8999999843742734,1.0,1.0,0.8509999867376645
1.0,0.8999999711670762,1.0,1.0,0.850999975528056
1.0,0.8999999773281345,1.0,1.0,0.8509999807572541
1.0,0.8999999755849499,1.0,1.0,0.8509999792777263
1.0,0.8999999732413047,1.0,1.0,0.8509999772885573
1.0,0.8999999619788509,1.0,1.0,0.8509999677295497
1.0,0.8999999782873667,1.0,1.0,0.8509999815714024
1.0,0.8999999826780716,1.0,1.0,0.8509999852980132
1.0,0.8999999801618653,1.0,1.0,0.8509999831623831
1.0,0.899999946528965,1.0,1.0,0.850999954616459
1.0,0.8999999756892327,1.0,1.0,0.8509999793662364
1.0,0.8999999750481803,1.0,1.0,0.850999978822143
1.0,0.8999999757758522,1.0,1.0,0.8509999794397547
1.0,0.899998200118823,0.0,1.0,0.850998472350851
1.0,0.8999999825120926,1.0,1.0,0.8509999851571386
1.0,0.8999999680961777,1.0,1.0,0.8509999729216309
1.0,0.8999999824024114,1.0,1.0,0.8509999850640466
0.9032480459723938,0.8645221943561073,0.9805469336436416,1.0,0.8208882124597461
0.9032480459723938,0.8999999798904142,1.0,1.0,0.8509999829319892
0.9032480459723938,0.8999999742781744,1.0,1.0,0.8509999781686006
1.0,0.899999957147025,1.0,1.0,0.8509999636285375
1.0,0.899999977351764,1.0,1.0,0.8509999807773097
1.0,0.899999977000276,0.0,1.0,0.8509999804789843
1.0,0.8999999775425794,1.0,1.0,0.8509999809392643
1.0,0.8999999753267285,1.0,1.0,0.8509999790585607
1.0,0.8999999779324942,1.0,1.0,0.8509999812702045
1.0,0.8999999688920414,1.0,1.0,0.8509999735971201
1.0,0.8999999689064515,1.0,1.0,0.8509999736093508
1.0,0.8999999765198353,1.0,1.0,0.8509999800712102
1.0,0.8999999741773199,1.0,1.0,0.8509999780830002
1.0,0.8999999741199413,1.0,1.0,0.8509999780343003
