Adaptive MI,Universal MI,EMI,ATT,mi
1.0,0.8999999630916132,1.0,1.0,0.8509999686740068
1.0,0.8999999617174613,1.0,1.0,0.8509999675076954
1.0,0.8999999640928392,1.0,1.0,0.8509999695237973
1.0,0.8999999645791379,1.0,1.0,0.8509999699365434
1.0,0.8999999642387938,1.0,1.0,0.8509999696476762
1.0,0.8999999625833237,1.0,1.0,0.8509999682425959
1.0,0.8999999612988933,1.0,1.0,0.8509999671524358
1.0,0.899999959096804,1.0,1.0,0.8509999652834124
1.0,0.8999999587666112,1.0,1.0,0.8509999650031612
1.0,0.8999999667223783,1.0,1.0,0.8509999717556187
1.0,0.8999999648702269,1.0,1.0,0.8509999701836051
1.0,0.89999996808417,1.0,1.0,0.8509999729114393
1.0,0.8999999642775144,1.0,1.0,0.8509999696805404
1.0,0.8999999702314637,1.0,1.0,0.850999974733955
1.0,0.8999999649991456,1.0,1.0,0.8509999702930249
1.0,0.8999999636849562,1.0,1.0,0.8509999691776065
1.0,0.8999999637735308,1.0,1.0,0.8509999692527843
1.0,0.899999960531237,1.0,1.0,0.8509999665008874
1.0,0.8999999629018594,1.0,1.0,0.8509999685129532
1.0,0.899999955771352,1.0,1.0,0.850999962460935
1.0,0.8999999605456347,1.0,1.0,0.8509999665131076
1.0,0.8999999574170179,1.0,1.0,0.8509999638576939
1.0,0.899999964252661,1.0,1.0,0.8509999696594461
1.0,0.8999999536021939,1.0,1.0,0.8509999606198622
1.0,0.8999999651839979,1.0,1.0,0.8509999704499183
1.0,0.8999999644201166,1.0,1.0,0.850999969801574
1.0,0.8999999611032287,0.0,1.0,0.8509999669863655
1.0,0.8999999665117459,1.0,1.0,0.8509999715768444
1.0,0.8999999675228548,1.0,1.0,0.850999972435023
1.0,0.8999999669869649,1.0,1.0,0.8509999719801866
1.0,0.8999999578802359,1.0,1.0,0.8509999642508503
1.0,0.8999999633693333,1.0,1.0,0.8509999689097216
1.0,0.8999999585206334,1.0,1.0,0.8509999647943876
1.0,0.899999959913419,1.0,1.0,0.8509999659765144
1.0,0.8999999643203397,1.0,1.0,0.8509999697168884
1.0,0.8999999624025369,1.0,1.0,0.8509999680891531
1.0,0.899999964697475,1.0,1.0,0.8509999700369819
1.0,0.8999999647276811,1.0,1.0,0.8509999700626194
1.0,0.8999999694745909,0.0,1.0,0.850999974091559
1.0,0.8999999697729508,1.0,1.0,0.850999974344792
1.0,0.8999999676573139,1.0,1.0,0.8509999725491453
1.0,0.8999999646885503,1.0,1.0,0.8509999700294071
1.0,0.8999999655704136,1.0,1.0,0.8509999707778886
1.0,0.8999999736690424,1.0,1.0,0.8509999776515997
1.0,0.8999999598600427,1.0,1.0,0.8509999659312113
1.0,0.8999999687645602,1.0,1.0,0.8509999734889206
1.0,0.8999999682220914,1.0,1.0,0.8509999730285001
1.0,0.8999999701846441,1.0,1.0,0.8509999746942167
1.0,0.8999999627771721,1.0,1.0,0.8509999684071248
1.0,0.8999999616419362,1.0,1.0,0.8509999674435933
1.0,0.8999999577243636,0.0,1.0,0.8509999641185537
1.0,0.8999999640280845,1.0,1.0,0.8509999694688366
1.0,0.899999963231324,1.0,1.0,0.8509999687925862
1.0,0.8999999657069805,1.0,1.0,0.8509999708937996
1.0,0.8999999645687865,0.0,1.0,0.8509999699277575
1.0,0.8999999656426748,1.0,1.0,0.8509999708392204
1.0,0.8999999648404784,1.0,1.0,0.8509999701583562
1.0,0.8999999613098317,1.0,1.0,0.8509999671617197
1.0,0.8999999613610393,1.0,1.0,0.8509999672051822
1.0,0.8999999682922557,1.0,1.0,0.850999973088052
1.0,0.8999999631787039,1.0,1.0,0.8509999687479248
1.0,0.8999999644982095,1.0,1.0,0.8509999698678554
