timestamp,mi_score,behavioral_state,file
0.0,0.4455791836843163,Neutral,UnicornRecorder_12_05_2025_12_41_310
1.5,0.3706155469443029,Neutral,UnicornRecorder_12_05_2025_12_41_310
3.0,0.3556237884203552,Unfocused,UnicornRecorder_12_05_2025_12_41_310
4.5,0.4897944503033374,Neutral,UnicornRecorder_12_05_2025_12_41_310
6.0,0.5140837036425115,Focused,UnicornRecorder_12_05_2025_12_41_310
7.5,0.4053696160289415,Neutral,UnicornRecorder_12_05_2025_12_41_310
9.0,0.3389402003912828,Unfocused,UnicornRecorder_12_05_2025_12_41_310
10.5,0.3091354136533323,Unfocused,UnicornRecorder_12_05_2025_12_41_310
12.0,0.3557072908867315,Unfocused,UnicornRecorder_12_05_2025_12_41_310
13.5,0.744705458495138,Focused,UnicornRecorder_12_05_2025_12_41_310
15.0,0.551712147572227,Focused,UnicornRecorder_12_05_2025_12_41_310
16.5,0.4289389582840788,Neutral,UnicornRecorder_12_05_2025_12_41_310
18.0,0.3793700130141773,Neutral,UnicornRecorder_12_05_2025_12_41_310
19.5,0.4093414990406673,Neutral,UnicornRecorder_12_05_2025_12_41_310
21.0,0.56744686072389,Focused,UnicornRecorder_12_05_2025_12_41_310
22.5,0.5476980183930428,Focused,UnicornRecorder_12_05_2025_12_41_310
24.0,0.4269322525464666,Neutral,UnicornRecorder_12_05_2025_12_41_310
25.5,0.521960880566146,Focused,UnicornRecorder_12_05_2025_12_41_310
27.0,0.4835679051441149,Neutral,UnicornRecorder_12_05_2025_12_41_310
28.5,0.4803209241198004,Neutral,UnicornRecorder_12_05_2025_12_41_310
30.0,0.5567822791958383,Focused,UnicornRecorder_12_05_2025_12_41_310
31.5,0.4901411117472251,Neutral,UnicornRecorder_12_05_2025_12_41_310
33.0,0.3005430412449398,Unfocused,UnicornRecorder_12_05_2025_12_41_310
34.5,0.485002509198612,Neutral,UnicornRecorder_12_05_2025_12_41_310
36.0,0.495179272941226,Neutral,UnicornRecorder_12_05_2025_12_41_310
37.5,0.693921980525593,Focused,UnicornRecorder_12_05_2025_12_41_310
39.0,0.7737838282427189,Focused,UnicornRecorder_12_05_2025_12_41_310
40.5,0.5447183857159962,Focused,UnicornRecorder_12_05_2025_12_41_310
42.0,0.6152771857626114,Focused,UnicornRecorder_12_05_2025_12_41_310
43.5,0.5021979288966979,Focused,UnicornRecorder_12_05_2025_12_41_310
45.0,0.501323163301698,Focused,UnicornRecorder_12_05_2025_12_41_310
46.5,0.5160082576790207,Focused,UnicornRecorder_12_05_2025_12_41_310
48.0,0.398965931079798,Neutral,UnicornRecorder_12_05_2025_12_41_310
49.5,0.3813978239363088,Neutral,UnicornRecorder_12_05_2025_12_41_310
51.0,0.3786857438187838,Neutral,UnicornRecorder_12_05_2025_12_41_310
52.5,0.3969727589864736,Neutral,UnicornRecorder_12_05_2025_12_41_310
54.0,0.3855548272578155,Neutral,UnicornRecorder_12_05_2025_12_41_310
55.5,0.3028897787410596,Unfocused,UnicornRecorder_12_05_2025_12_41_310
57.0,0.372335834516329,Neutral,UnicornRecorder_12_05_2025_12_41_310
58.5,0.4779360520028021,Neutral,UnicornRecorder_12_05_2025_12_41_310
60.0,0.7155145465713022,Focused,UnicornRecorder_12_05_2025_12_41_310
61.5,0.5268276492454922,Focused,UnicornRecorder_12_05_2025_12_41_310
63.0,0.6028954049852875,Focused,UnicornRecorder_12_05_2025_12_41_310
64.5,0.8146056914524608,Focused,UnicornRecorder_12_05_2025_12_41_310
66.0,0.5181909481809674,Focused,UnicornRecorder_12_05_2025_12_41_310
67.5,0.4099356013587896,Neutral,UnicornRecorder_12_05_2025_12_41_310
69.0,0.3622835026302307,Unfocused,UnicornRecorder_12_05_2025_12_41_310
70.5,0.50555874059538,Focused,UnicornRecorder_12_05_2025_12_41_310
72.0,0.6158090266929582,Focused,UnicornRecorder_12_05_2025_12_41_310
73.5,0.5556683259018345,Focused,UnicornRecorder_12_05_2025_12_41_310
75.0,0.6318043937635489,Focused,UnicornRecorder_12_05_2025_12_41_310
76.5,0.5598699343712414,Focused,UnicornRecorder_12_05_2025_12_41_310
78.0,0.5229362210511446,Focused,UnicornRecorder_12_05_2025_12_41_310
79.5,0.621719669598338,Focused,UnicornRecorder_12_05_2025_12_41_310
81.0,0.520525564525246,Focused,UnicornRecorder_12_05_2025_12_41_310
82.5,0.5309400146655167,Focused,UnicornRecorder_12_05_2025_12_41_310
84.0,0.5241656180443754,Focused,UnicornRecorder_12_05_2025_12_41_310
85.5,0.4723326638068762,Neutral,UnicornRecorder_12_05_2025_12_41_310
87.0,0.4583410236553155,Neutral,UnicornRecorder_12_05_2025_12_41_310
88.5,0.4128786890906023,Neutral,UnicornRecorder_12_05_2025_12_41_310
90.0,0.3645066266828084,Unfocused,UnicornRecorder_12_05_2025_12_41_310
91.5,0.3690831224069946,Unfocused,UnicornRecorder_12_05_2025_12_41_310
93.0,0.3928034736335818,Neutral,UnicornRecorder_12_05_2025_12_41_310
94.5,0.5974545605419604,Focused,UnicornRecorder_12_05_2025_12_41_310
96.0,0.4088946753902041,Neutral,UnicornRecorder_12_05_2025_12_41_310
97.5,0.4562666068656041,Neutral,UnicornRecorder_12_05_2025_12_41_310
99.0,0.4601635594164389,Neutral,UnicornRecorder_12_05_2025_12_41_310
100.5,0.4332434108519437,Neutral,UnicornRecorder_12_05_2025_12_41_310
102.0,0.356935407681078,Unfocused,UnicornRecorder_12_05_2025_12_41_310
103.5,0.4603935852198952,Neutral,UnicornRecorder_12_05_2025_12_41_310
105.0,0.4151099449386182,Neutral,UnicornRecorder_12_05_2025_12_41_310
106.5,0.406088410362782,Neutral,UnicornRecorder_12_05_2025_12_41_310
108.0,0.5588874360680304,Focused,UnicornRecorder_12_05_2025_12_41_310
109.5,0.7020202162375417,Focused,UnicornRecorder_12_05_2025_12_41_310
111.0,0.5313399108260084,Focused,UnicornRecorder_12_05_2025_12_41_310
112.5,0.552856631265749,Focused,UnicornRecorder_12_05_2025_12_41_310
114.0,0.7202591837381991,Focused,UnicornRecorder_12_05_2025_12_41_310
115.5,0.5221780135055852,Focused,UnicornRecorder_12_05_2025_12_41_310
117.0,0.4887636941734063,Neutral,UnicornRecorder_12_05_2025_12_41_310
118.5,0.5789406424212994,Focused,UnicornRecorder_12_05_2025_12_41_310
120.0,0.5397333040808593,Focused,UnicornRecorder_12_05_2025_12_41_310
121.5,0.6148072369648244,Focused,UnicornRecorder_12_05_2025_12_41_310
123.0,0.5372183840966523,Focused,UnicornRecorder_12_05_2025_12_41_310
124.5,0.4779152041784928,Neutral,UnicornRecorder_12_05_2025_12_41_310
126.0,0.5737668354017812,Focused,UnicornRecorder_12_05_2025_12_41_310
127.5,0.5582910723298623,Focused,UnicornRecorder_12_05_2025_12_41_310
129.0,0.4620487001601072,Neutral,UnicornRecorder_12_05_2025_12_41_310
130.5,0.9542971533792328,Focused,UnicornRecorder_12_05_2025_12_41_310
132.0,0.949625134766676,Focused,UnicornRecorder_12_05_2025_12_41_310
133.5,0.9673797003091864,Focused,UnicornRecorder_12_05_2025_12_41_310
135.0,0.8032545807457705,Focused,UnicornRecorder_12_05_2025_12_41_310
136.5,0.468573519806165,Neutral,UnicornRecorder_12_05_2025_12_41_310
138.0,0.9261455796839616,Focused,UnicornRecorder_12_05_2025_12_41_310
139.5,0.991832066587102,Focused,UnicornRecorder_12_05_2025_12_41_310
141.0,0.9878637276896712,Focused,UnicornRecorder_12_05_2025_12_41_310
142.5,0.9562783127804638,Focused,UnicornRecorder_12_05_2025_12_41_310
144.0,0.9544734643109266,Focused,UnicornRecorder_12_05_2025_12_41_310
145.5,0.8851102393788776,Focused,UnicornRecorder_12_05_2025_12_41_310
147.0,0.8704793478935116,Focused,UnicornRecorder_12_05_2025_12_41_310
148.5,0.6598196861856988,Focused,UnicornRecorder_12_05_2025_12_41_310
150.0,0.4853827435219071,Neutral,UnicornRecorder_12_05_2025_12_41_310
151.5,0.4164672031209648,Neutral,UnicornRecorder_12_05_2025_12_41_310
153.0,0.4684452149712756,Neutral,UnicornRecorder_12_05_2025_12_41_310
154.5,0.5794376573463479,Focused,UnicornRecorder_12_05_2025_12_41_310
156.0,0.6291833811870535,Focused,UnicornRecorder_12_05_2025_12_41_310
157.5,0.7579574069164023,Focused,UnicornRecorder_12_05_2025_12_41_310
159.0,0.7708111206408628,Focused,UnicornRecorder_12_05_2025_12_41_310
160.5,0.5333262789930627,Focused,UnicornRecorder_12_05_2025_12_41_310
162.0,0.5698607751142165,Focused,UnicornRecorder_12_05_2025_12_41_310
163.5,0.5115379813015399,Focused,UnicornRecorder_12_05_2025_12_41_310
165.0,0.573961410778894,Focused,UnicornRecorder_12_05_2025_12_41_310
166.5,0.3864118920707317,Neutral,UnicornRecorder_12_05_2025_12_41_310
168.0,0.3564240084837479,Unfocused,UnicornRecorder_12_05_2025_12_41_310
169.5,0.618994182013945,Focused,UnicornRecorder_12_05_2025_12_41_310
171.0,0.6898997599797418,Focused,UnicornRecorder_12_05_2025_12_41_310
172.5,0.5250112246865957,Focused,UnicornRecorder_12_05_2025_12_41_310
174.0,0.4207410304610201,Neutral,UnicornRecorder_12_05_2025_12_41_310
175.5,0.4171458981936359,Neutral,UnicornRecorder_12_05_2025_12_41_310
177.0,0.4308664552873663,Neutral,UnicornRecorder_12_05_2025_12_41_310
178.5,0.3642467605708548,Unfocused,UnicornRecorder_12_05_2025_12_41_310
180.0,0.3899127838955369,Neutral,UnicornRecorder_12_05_2025_12_41_310
181.5,0.6570646118465008,Focused,UnicornRecorder_12_05_2025_12_41_310
183.0,0.617823186998374,Focused,UnicornRecorder_12_05_2025_12_41_310
184.5,0.5658442265980901,Focused,UnicornRecorder_12_05_2025_12_41_310
186.0,0.4449835833786394,Neutral,UnicornRecorder_12_05_2025_12_41_310
187.5,0.5338740393867453,Focused,UnicornRecorder_12_05_2025_12_41_310
189.0,0.5866335389389881,Focused,UnicornRecorder_12_05_2025_12_41_310
190.5,0.5479774409133206,Focused,UnicornRecorder_12_05_2025_12_41_310
192.0,0.4303136206438851,Neutral,UnicornRecorder_12_05_2025_12_41_310
193.5,0.4076884997030011,Neutral,UnicornRecorder_12_05_2025_12_41_310
195.0,0.376654751813448,Neutral,UnicornRecorder_12_05_2025_12_41_310
196.5,0.4920694352385409,Neutral,UnicornRecorder_12_05_2025_12_41_310
198.0,0.4646755727636322,Neutral,UnicornRecorder_12_05_2025_12_41_310
199.5,0.4947979454201839,Neutral,UnicornRecorder_12_05_2025_12_41_310
201.0,0.4660206345755948,Neutral,UnicornRecorder_12_05_2025_12_41_310
