user_id,session_time,n_samples,mi_mean,mi_std,mi_min,mi_max,focused_pct,neutral_pct,unfocused_pct
002_C,20250528_135820,249,-45869566839619.734,62126073770243.945,-128325619141525.02,5017729753574.27,60.24096385542169,0,39.75903614457831
